DateTime,V,VX,VY,DIR,TP,RH,SLP
2019-03-10-08:00:00,1.58948,-0.81311,-0.55682,55.59637,283.66776,54.39761,1013.64813
2019-03-10-09:00:00,1.46287,-0.47841,-1.38243,19.08885,282.89618,63.51501,1013.0744
2019-03-10-10:00:00,1.86364,0.12912,-1.68875,355.62775,281.63489,71.17728,1013.47272
2019-03-10-11:00:00,2.26441,0.73665,-1.99506,339.73407,280.3736,78.83954,1013.87103
2019-03-10-12:00:00,2.66517,1.34418,-2.30138,329.71185,279.1123,86.50181,1014.26935
2019-03-10-13:00:00,2.55861,1.67248,-1.62658,314.20294,278.13898,88.53649,1014.18225
2019-03-10-14:00:00,2.45205,2.00077,-0.95178,295.44067,277.16562,90.57117,1014.09521
2019-03-10-15:00:00,2.34548,2.32907,-0.27698,276.78189,276.19229,92.60585,1014.00812
2019-03-10-16:00:00,3.13718,2.59046,-1.36746,297.82883,276.0708,85.8806,1014.07898
2019-03-10-17:00:00,3.92887,2.85186,-2.45795,310.75726,275.94931,79.15536,1014.14978
2019-03-10-18:00:00,4.72056,3.11325,-3.54843,318.73761,275.82782,72.43011,1014.22064
2019-03-10-19:00:00,4.14506,2.46409,-3.28489,323.12537,275.29559,66.47784,1014.14667
2019-03-10-20:00:00,3.56957,1.81493,-3.02134,329.00665,274.7634,60.52559,1014.07275
2019-03-10-21:00:00,2.99407,1.16577,-2.7578,337.08539,274.23117,54.57332,1013.99878
2019-03-10-22:00:00,3.41048,1.62605,-2.96992,331.29907,275.26361,48.35801,1014.24939
2019-03-10-23:00:00,3.82689,2.08632,-3.18204,326.74896,276.29602,42.14271,1014.5
2019-03-11-00:00:00,3.91773,2.62103,-2.91184,318.00873,277.38953,39.11217,1013.68561
2019-03-11-01:00:00,4.70417,3.71861,-2.64271,305.40033,280.0925,33.18182,1013.33063
2019-03-11-02:00:00,5.4906,4.81618,-2.37357,296.23563,282.79544,27.25148,1012.97559
2019-03-11-03:00:00,6.27704,5.91376,-2.10444,289.58838,285.49841,21.32113,1012.62061
2019-03-11-04:00:00,6.42693,6.09292,-2.03808,288.49506,286.71332,18.21329,1011.53247
2019-03-11-05:00:00,6.57683,6.27208,-1.97171,287.45123,287.92822,15.10545,1010.4444
2019-03-11-06:00:00,6.72673,6.45124,-1.90535,286.45428,289.14313,11.9976,1009.35626
2019-03-11-07:00:00,6.72269,6.41512,-2.00464,287.35333,288.81345,11.8875,1009.0304
2019-03-11-08:00:00,6.71866,6.37899,-2.10393,288.25372,288.4838,11.77739,1008.70459
2019-03-11-09:00:00,6.71462,6.34287,-2.20322,289.15491,288.15411,11.66728,1008.37872
2019-03-11-10:00:00,6.67734,4.73915,-3.6097,307.29575,286.3418,13.7451,1009.86456
2019-03-11-11:00:00,6.64007,3.13543,-5.01619,327.99207,284.52945,15.82293,1011.3504
2019-03-11-12:00:00,6.60279,1.53171,-6.42267,346.58636,282.71713,17.90075,1012.83624
2019-03-11-13:00:00,6.33069,1.98692,-5.95141,341.53809,281.48196,17.6952,1014.10498
2019-03-11-14:00:00,6.05859,2.44212,-5.48015,335.9808,280.24683,17.48965,1015.37378
2019-03-11-15:00:00,5.78649,2.89732,-5.00889,329.95337,279.01166,17.2841,1016.64252
2019-03-11-16:00:00,5.4787,3.17512,-4.37912,324.05573,277.84018,17.28223,1017.2229
2019-03-11-17:00:00,5.17092,3.45292,-3.74936,317.35696,276.66867,17.28037,1017.80334
2019-03-11-18:00:00,4.86314,3.73071,-3.1196,309.90216,275.49719,17.2785,1018.38373
2019-03-11-19:00:00,4.27017,3.37773,-2.59333,307.51605,274.53854,18.52834,1018.59558
2019-03-11-20:00:00,3.67719,3.02475,-2.06706,304.34793,273.5799,19.77818,1018.8075
2019-03-11-21:00:00,3.08422,2.67177,-1.54078,299.97162,272.62125,21.02802,1019.01935
2019-03-11-22:00:00,3.1325,2.81395,-1.33041,295.30429,273.25412,20.39671,1019.54517
2019-03-11-23:00:00,3.18079,2.95613,-1.12003,290.75089,273.88696,19.76539,1020.07104
2019-03-12-00:00:00,2.96223,2.96191,-0.04374,270.84607,274.84589,20.60705,1020.50812
2019-03-12-01:00:00,3.83382,3.55226,-1.01246,285.90857,276.95972,17.10056,1020.12854
2019-03-12-02:00:00,4.7054,4.1426,-1.98118,295.55927,279.07355,13.59407,1019.74896
2019-03-12-03:00:00,5.57698,4.73295,-2.9499,301.93402,281.18738,10.08759,1019.36938
2019-03-12-04:00:00,5.54091,4.24441,-3.42841,308.92944,282.13638,9.67933,1018.34772
2019-03-12-05:00:00,5.50484,3.75587,-3.90692,316.12927,283.08542,9.27107,1017.32605
2019-03-12-06:00:00,5.46877,3.26733,-4.38543,323.31232,284.03442,8.8628,1016.30438
2019-03-12-07:00:00,4.99371,3.24535,-3.747,319.10358,284.02798,8.58377,1015.93896
2019-03-12-08:00:00,4.51864,3.22336,-3.10858,313.96149,284.02151,8.30473,1015.57355
2019-03-12-09:00:00,4.04357,3.20138,-2.47016,307.65347,284.01508,8.02569,1015.20813
2019-03-12-10:00:00,3.73943,3.10659,-2.0261,303.11218,281.83591,10.61574,1015.98083
2019-03-12-11:00:00,3.43528,3.0118,-1.58205,297.71216,279.65671,13.20578,1016.75354
2019-03-12-12:00:00,3.13113,2.91702,-1.13799,291.31186,277.47754,15.79583,1017.52625
2019-03-12-13:00:00,2.91231,2.58835,-1.27453,296.21613,276.23264,18.99338,1018.45728
2019-03-12-14:00:00,2.69348,2.25968,-1.41107,301.98288,274.9877,22.19092,1019.38837
2019-03-12-15:00:00,2.47466,1.93102,-1.54761,308.7103,273.7428,25.38847,1020.3194
2019-03-12-16:00:00,2.66386,2.06453,-1.68317,309.18976,273.78546,24.15623,1020.6427
2019-03-12-17:00:00,2.85306,2.19803,-1.81874,309.60565,273.82809,22.924,1020.96606
2019-03-12-18:00:00,3.04226,2.33154,-1.9543,309.96979,273.87076,21.69176,1021.28937
2019-03-12-19:00:00,3.16075,2.50606,-1.91686,307.41205,274.05948,22.5372,1021.35291
2019-03-12-20:00:00,3.27924,2.68059,-1.87943,305.03528,274.2482,23.38264,1021.41644
2019-03-12-21:00:00,3.39773,2.85511,-1.84199,302.82831,274.43692,24.22807,1021.47998
2019-03-12-22:00:00,3.24325,2.42803,-2.05349,310.22269,275.28842,24.48503,1022.12543
2019-03-12-23:00:00,3.08876,2.00094,-2.26499,318.54193,276.13992,24.742,1022.77081
2019-03-13-00:00:00,2.66302,1.64029,-2.09789,321.979,276.72241,26.26694,1023.89252
2019-03-13-01:00:00,2.64937,1.96146,-1.50155,307.43509,279.19901,23.4582,1023.54816
2019-03-13-02:00:00,2.63571,2.28263,-0.90522,291.63165,281.67557,20.64947,1023.20374
2019-03-13-03:00:00,2.62206,2.6038,-0.30888,276.7652,284.15216,17.84074,1022.85938
2019-03-13-04:00:00,3.09456,3.02276,-0.60218,281.26666,285.55695,16.0584,1021.58105
2019-03-13-05:00:00,3.56706,3.44173,-0.89548,284.58405,286.96173,14.27606,1020.30267
2019-03-13-06:00:00,4.03957,3.86069,-1.18878,287.11459,288.36652,12.49372,1019.02435
2019-03-13-07:00:00,4.30362,4.16508,-1.04102,284.03305,288.37317,12.13026,1018.38538
2019-03-13-08:00:00,4.56768,4.46948,-0.89327,281.30222,288.37982,11.7668,1017.74646
2019-03-13-09:00:00,4.83174,4.77387,-0.74551,278.87595,288.38647,11.40334,1017.10748
2019-03-13-10:00:00,4.12999,3.58585,-1.31147,290.08929,285.61435,15.10129,1017.74475
2019-03-13-11:00:00,3.42824,2.39783,-1.87743,308.05997,282.84219,18.79923,1018.38208
2019-03-13-12:00:00,2.7265,1.2098,-2.44339,333.65851,280.07007,22.49717,1019.01935
2019-03-13-13:00:00,2.55113,0.97483,-2.34283,337.40829,278.83615,27.00506,1019.69751
2019-03-13-14:00:00,2.37577,0.73986,-2.24227,341.73926,277.60223,31.51295,1020.37561
2019-03-13-15:00:00,2.20041,0.50488,-2.14171,346.73541,276.36832,36.02085,1021.05377
2019-03-13-16:00:00,2.35676,1.07047,-1.93099,330.99774,275.89322,34.54032,1021.1944
2019-03-13-17:00:00,2.51311,1.63605,-1.72028,316.43753,275.41815,33.05979,1021.33502
2019-03-13-18:00:00,2.66946,2.20164,-1.50957,304.43671,274.94305,31.57926,1021.47565
2019-03-13-19:00:00,2.53232,1.98816,-1.55017,307.94366,274.45392,33.0657,1021.39294
2019-03-13-20:00:00,2.39518,1.77467,-1.59078,311.87238,273.96478,34.55214,1021.31018
2019-03-13-21:00:00,2.25803,1.56119,-1.63138,316.25958,273.47565,36.03858,1021.22748
2019-03-13-22:00:00,2.41,1.66083,-1.74633,316.43744,274.47,34.43494,1021.75397
2019-03-13-23:00:00,2.56197,1.76048,-1.86127,316.59415,275.46439,32.8313,1022.2804
2019-03-14-00:00:00,2.94341,2.07135,-2.09121,315.27338,276.53119,31.51647,1023.10748
2019-03-14-01:00:00,3.04273,2.2293,-2.06317,312.78366,279.49115,26.64855,1022.83313
2019-03-14-02:00:00,3.14205,2.38725,-2.03514,310.44769,282.45108,21.78062,1022.55872
2019-03-14-03:00:00,3.24137,2.5452,-2.0071,308.25873,285.41104,16.91269,1022.28436
2019-03-14-04:00:00,4.02998,3.396,-2.11663,301.93411,286.28946,14.83675,1021.29895
2019-03-14-05:00:00,4.8186,4.24679,-2.22615,297.66336,287.16788,12.76081,1020.31354
2019-03-14-06:00:00,5.60721,5.09759,-2.33568,294.61691,288.0463,10.68487,1019.32812
2019-03-14-07:00:00,5.28285,4.58847,-2.54193,298.98566,287.77365,10.83912,1018.88208
2019-03-14-08:00:00,4.95849,4.07935,-2.74817,303.96738,287.50101,10.99337,1018.43604
2019-03-14-09:00:00,4.63412,3.57022,-2.95442,309.60837,287.22836,11.14761,1017.98999
2019-03-14-10:00:00,3.95548,2.84109,-2.70283,313.57141,284.81595,15.36159,1018.5304
2019-03-14-11:00:00,3.27684,2.11196,-2.45124,319.25226,282.4035,19.57556,1019.07086
2019-03-14-12:00:00,2.5982,1.38282,-2.19965,327.84424,279.99109,23.78954,1019.61127
2019-03-14-13:00:00,2.9357,1.85095,-2.23154,320.32614,279.64526,24.6861,1020.21045
2019-03-14-14:00:00,3.27319,2.31907,-2.26344,314.3045,279.29944,25.58266,1020.80957
2019-03-14-15:00:00,3.61069,2.7872,-2.29534,309.4725,278.95361,26.47922,1021.40875
2019-03-14-16:00:00,3.60443,2.60248,-2.46803,313.48111,278.51678,26.87071,1021.76855
2019-03-14-17:00:00,3.59817,2.41777,-2.64072,317.52371,278.07993,27.26221,1022.1283
2019-03-14-18:00:00,3.59191,2.23305,-2.81341,321.56036,277.6431,27.6537,1022.4881
2019-03-14-19:00:00,3.99316,2.30697,-3.24885,324.62195,277.57867,27.06125,1022.87042
2019-03-14-20:00:00,4.39441,2.38089,-3.6843,327.12845,277.51425,26.46879,1023.25269
2019-03-14-21:00:00,4.79566,2.45481,-4.11974,329.21085,277.44983,25.87634,1023.63501
2019-03-14-22:00:00,4.57592,2.5321,-3.79487,326.28717,277.87558,25.50287,1024.63062
2019-03-14-23:00:00,4.35618,2.60939,-3.47,323.05743,278.30136,25.12939,1025.62622
2019-03-15-00:00:00,2.46433,-0.27431,-2.44902,6.39091,277.64609,26.90384,1026.72559
2019-03-15-01:00:00,2.3957,-0.17305,-2.38542,4.14932,279.25735,23.5744,1026.48828
2019-03-15-02:00:00,2.32706,-0.0718,-2.32183,1.77121,280.86859,20.24496,1026.2511
2019-03-15-03:00:00,2.25842,0.02946,-2.25823,359.25275,282.47986,16.91551,1026.01379
2019-03-15-04:00:00,2.02611,0.01535,-0.98502,359.10748,283.7265,16.29337,1024.70105
2019-03-15-05:00:00,1.79379,0.00124,0.2882,180.24559,284.97314,15.67123,1023.38837
2019-03-15-06:00:00,1.56147,-0.01287,1.56142,179.52759,286.21979,15.04908,1022.07562
2019-03-15-07:00:00,3.13389,-0.59219,3.05084,169.01505,285.76599,15.80035,1020.98541
2019-03-15-08:00:00,4.70631,-1.17151,4.54026,165.53172,285.31219,16.55161,1019.8952
2019-03-15-09:00:00,6.27873,-1.75083,6.02968,163.8084,284.8584,17.30288,1018.80499
2019-03-15-10:00:00,5.67937,-1.38231,5.49777,165.88663,283.76068,18.77607,1018.7569
2019-03-15-11:00:00,5.08002,-1.01379,4.96587,168.4615,282.66296,20.24927,1018.70874
2019-03-15-12:00:00,4.48067,-0.64527,4.43396,171.71986,281.56525,21.72247,1018.66064
2019-03-15-13:00:00,3.97787,-1.25679,3.50217,160.25899,280.3515,23.27336,1018.71796
2019-03-15-14:00:00,3.47508,-1.8683,2.57038,143.98819,279.13776,24.82425,1018.77521
2019-03-15-15:00:00,2.97228,-2.47981,1.63859,123.45563,277.92401,26.37514,1018.83252
2019-03-15-16:00:00,2.82707,-2.20668,0.45316,101.60477,276.70547,29.84571,1018.82025
2019-03-15-17:00:00,2.68186,-1.93355,-0.73228,69.25732,275.48691,33.31628,1018.80792
2019-03-15-18:00:00,2.53666,-1.66043,-1.91771,40.88724,274.26837,36.78684,1018.79565
2019-03-15-19:00:00,2.40112,-1.57168,-1.81526,40.88651,273.84811,38.08552,1018.64313
2019-03-15-20:00:00,2.26558,-1.48294,-1.71282,40.88568,273.42789,39.3842,1018.49066
2019-03-15-21:00:00,2.13004,-1.3942,-1.61037,40.88477,273.00763,40.68288,1018.33813
2019-03-15-22:00:00,1.84077,-1.0426,-1.47883,35.18436,274.06433,38.52032,1018.70813
2019-03-15-23:00:00,1.55151,-0.691,-1.34729,27.15227,275.121,36.35778,1019.07812
2019-03-16-00:00:00,1.38061,0.28133,-1.35164,348.24219,276.26971,35.94254,1019.02625
2019-03-16-01:00:00,1.20023,0.36503,-1.11744,341.90948,279.8848,30.6606,1018.94897
2019-03-16-02:00:00,1.01986,0.44873,-0.88324,333.06726,283.49985,25.37865,1018.87164
2019-03-16-03:00:00,0.83948,0.53242,-0.64904,320.63702,287.11493,20.0967,1018.79437
2019-03-16-04:00:00,3.03898,1.72652,-2.49808,325.35016,289.00711,17.81034,1017.9696
2019-03-16-05:00:00,5.23848,2.92062,-4.34713,326.1048,290.89932,15.52398,1017.14478
2019-03-16-06:00:00,7.43798,4.11472,-6.19618,326.4129,292.7915,13.23762,1016.32001
2019-03-16-07:00:00,6.91562,2.77955,-6.08741,335.45828,292.18039,13.81385,1016.3269
2019-03-16-08:00:00,6.39326,1.44438,-5.97865,346.41821,291.56924,14.39008,1016.33374
2019-03-16-09:00:00,5.8709,0.10921,-5.86988,358.93417,290.95813,14.96631,1016.34064
2019-03-16-10:00:00,5.04291,-0.40786,-4.9348,4.72475,288.94019,17.47768,1017.55353
2019-03-16-11:00:00,4.21492,-0.92493,-3.99971,13.02075,286.92224,19.98904,1018.76648
2019-03-16-12:00:00,3.38693,-1.442,-3.06462,25.19849,284.9043,22.5004,1019.97937
2019-03-16-13:00:00,3.02821,-1.44285,-2.64429,28.61891,282.81354,27.37328,1020.84125
2019-03-16-14:00:00,2.6695,-1.44369,-2.22396,32.98973,280.72278,32.24616,1021.70312
2019-03-16-15:00:00,2.31079,-1.44453,-1.80362,38.69139,278.63202,37.11904,1022.565
2019-03-16-16:00:00,2.04267,-0.5688,-1.51345,20.59789,277.55463,40.99137,1023.1571
2019-03-16-17:00:00,1.77455,0.30692,-1.22327,345.91498,276.47723,44.8637,1023.74921
2019-03-16-18:00:00,1.50643,1.18265,-0.93309,308.27274,275.39984,48.73603,1024.34131
2019-03-16-19:00:00,1.43863,0.83694,-1.05369,321.54022,274.78946,52.49836,1024.42175
2019-03-16-20:00:00,1.37084,0.49122,-1.17429,337.29987,274.17908,56.26068,1024.50208
2019-03-16-21:00:00,1.30305,0.14551,-1.2949,353.58862,273.5687,60.02301,1024.58252
2019-03-16-22:00:00,1.17254,-0.11029,-1.08541,5.80197,274.74783,54.47519,1024.82288
2019-03-16-23:00:00,1.04203,-0.36609,-0.87592,22.68221,275.927,48.92736,1025.06335
2019-03-17-00:00:00,1.22165,-1.0019,-0.69902,55.09675,277.4068,40.36361,1024.70129
2019-03-17-01:00:00,1.29678,-0.86977,-0.02792,88.16126,280.50751,33.58171,1024.20459
2019-03-17-02:00:00,1.37192,-0.73763,0.64318,131.08667,283.60822,26.79982,1023.70795
2019-03-17-03:00:00,1.44705,-0.6055,1.31427,155.26401,286.70892,20.01792,1023.21124
2019-03-17-04:00:00,2.52742,0.10743,2.35296,182.61417,288.50723,19.11938,1021.68604
2019-03-17-05:00:00,3.60779,0.82036,3.39165,193.59734,290.30551,18.22083,1020.16083
2019-03-17-06:00:00,4.68816,1.53329,4.43034,199.09015,292.10382,17.32229,1018.63562
2019-03-17-07:00:00,5.05907,1.81782,4.71591,201.07991,292.07193,17.34157,1017.73419
2019-03-17-08:00:00,5.42997,2.10235,5.00148,202.79921,292.04007,17.36085,1016.8327
2019-03-17-09:00:00,5.80087,2.38688,5.28705,204.29712,292.00818,17.38013,1015.93127
2019-03-17-10:00:00,4.81112,1.62344,4.46803,199.96844,289.88306,20.43449,1016.01813
2019-03-17-11:00:00,3.82138,0.86001,3.64901,193.26166,287.7579,23.48886,1016.10504
2019-03-17-12:00:00,2.83163,0.09658,2.82999,181.95457,285.63278,26.54322,1016.19189
2019-03-17-13:00:00,2.65783,-0.60532,2.2668,165.0488,284.49414,29.1803,1015.95544
2019-03-17-14:00:00,2.48402,-1.30722,1.70361,142.50027,283.3555,31.81738,1015.71893
2019-03-17-15:00:00,2.31022,-2.00911,1.14043,119.58044,282.21686,34.45446,1015.48248
2019-03-17-16:00:00,2.0077,-1.5848,0.3623,102.87695,280.82443,39.31192,1015.05872
2019-03-17-17:00:00,1.70519,-1.16048,-0.41584,70.28574,279.43201,44.1694,1014.63501
2019-03-17-18:00:00,1.40268,-0.73616,-1.19397,31.65656,278.03958,49.02686,1014.21124
2019-03-17-19:00:00,1.52222,-0.80663,-1.29088,31.99977,277.54459,52.00362,1013.73145
2019-03-17-20:00:00,1.64177,-0.87709,-1.3878,32.29303,277.04962,54.98037,1013.25165
2019-03-17-21:00:00,1.76131,-0.94756,-1.48471,32.54645,276.55463,57.95713,1012.77185
2019-03-17-22:00:00,1.70919,-0.70522,-1.51971,24.89366,277.86118,53.32402,1012.80872
2019-03-17-23:00:00,1.65706,-0.46288,-1.55471,16.57988,279.16772,48.69091,1012.84564
2019-03-18-00:00:00,2.11051,-0.95915,-1.87997,27.03035,280.65689,43.26723,1011.98499
2019-03-18-01:00:00,1.97855,-1.21055,-1.27522,43.50964,283.46167,37.85863,1011.53064
2019-03-18-02:00:00,1.84658,-1.46195,-0.67047,65.36311,286.26645,32.45004,1011.07623
2019-03-18-03:00:00,1.71461,-1.71335,-0.06572,87.80334,289.07123,27.04144,1010.62189
2019-03-18-04:00:00,1.93459,-1.4084,0.70161,116.48082,290.66544,24.38301,1009.59418
2019-03-18-05:00:00,2.15458,-1.10345,1.46895,143.08667,292.25961,21.72457,1008.56647
2019-03-18-06:00:00,2.37457,-0.7985,2.23628,160.35002,293.85382,19.06614,1007.53876
2019-03-18-07:00:00,2.61853,-0.13079,2.44531,176.93829,293.87054,19.1103,1006.93939
2019-03-18-08:00:00,2.86249,0.53691,2.65434,191.43535,293.88727,19.15445,1006.33997
2019-03-18-09:00:00,3.10645,1.20462,2.86337,202.81651,293.90399,19.19861,1005.7406
2019-03-18-10:00:00,3.18966,0.24246,2.87699,184.81725,291.01007,28.18246,1005.92145
2019-03-18-11:00:00,3.27287,-0.7197,2.89061,166.01883,288.11618,37.16631,1006.10229
2019-03-18-12:00:00,3.35608,-1.68186,2.90424,149.92455,285.22226,46.15016,1006.28314
2019-03-18-13:00:00,2.63546,-1.35493,2.25842,149.03842,285.116,46.10574,1006.39148
2019-03-18-14:00:00,1.91484,-1.028,1.6126,147.48323,285.00974,46.06132,1006.49982
2019-03-18-15:00:00,1.19422,-0.70107,0.96678,144.05185,284.90347,46.0169,1006.60815
2019-03-18-16:00:00,1.64385,-0.68429,-0.17496,75.65765,282.59924,54.11238,1006.69275
2019-03-18-17:00:00,2.09348,-0.66751,-1.31671,26.88301,280.29501,62.20787,1006.77728
2019-03-18-18:00:00,2.54311,-0.65073,-2.45845,14.82576,277.99078,70.30336,1006.86188
2019-03-18-19:00:00,2.6475,-0.67942,-2.55884,14.86996,277.58545,71.49709,1006.91229
2019-03-18-20:00:00,2.75189,-0.7081,-2.65923,14.91083,277.18008,72.69083,1006.96271
2019-03-18-21:00:00,2.85628,-0.73679,-2.75961,14.94868,276.77475,73.88457,1007.01312
2019-03-18-22:00:00,2.39993,-0.62717,-2.31647,15.14932,278.08893,68.18049,1007.61377
2019-03-18-23:00:00,1.94358,-0.51756,-1.87333,15.44418,279.40314,62.47641,1008.21436
2019-03-19-00:00:00,1.99613,-0.57032,-1.91292,16.60138,281.07782,59.78157,1008.55499
2019-03-19-01:00:00,1.92276,-0.94945,-1.11266,40.47458,284.15561,50.47415,1008.26898
2019-03-19-02:00:00,1.84939,-1.32857,-0.31239,76.76814,287.23343,41.16673,1007.98291
2019-03-19-03:00:00,1.77602,-1.7077,0.48787,105.94396,290.31122,31.8593,1007.6969
2019-03-19-04:00:00,2.18398,-1.02819,1.31911,142.06506,292.32599,27.57037,1006.80981
2019-03-19-05:00:00,2.59194,-0.34868,2.15035,170.78955,294.34073,23.28143,1005.92273
2019-03-19-06:00:00,2.9999,0.33083,2.9816,186.33141,296.3555,18.9925,1005.03564
2019-03-19-07:00:00,3.35527,0.49959,3.31404,188.57283,296.85089,17.32689,1004.23608
2019-03-19-08:00:00,3.71065,0.66836,3.64647,190.38643,297.34628,15.66129,1003.43646
2019-03-19-09:00:00,4.06602,0.83713,3.97891,191.88124,297.84167,13.99568,1002.6369
2019-03-19-10:00:00,4.19272,0.61613,4.13351,188.478,296.19327,16.64025,1003.1875
2019-03-19-11:00:00,4.31943,0.39514,4.28812,185.26483,294.54489,19.28481,1003.73816
2019-03-19-12:00:00,4.44613,0.17415,4.44272,182.24477,292.89648,21.92938,1004.28876
2019-03-19-13:00:00,4.38579,0.33334,4.36682,184.36514,292.36133,26.43974,1004.375
2019-03-19-14:00:00,4.32545,0.49253,4.29092,186.54793,291.82617,30.9501,1004.46124
2019-03-19-15:00:00,4.26511,0.65171,4.21503,188.78928,291.29102,35.46046,1004.54749
2019-03-19-16:00:00,3.95974,0.25628,3.91203,183.74809,290.82904,39.31741,1004.37689
2019-03-19-17:00:00,3.65436,-0.13916,3.60904,177.79187,290.36707,43.17435,1004.20624
2019-03-19-18:00:00,3.34899,-0.53459,3.30605,170.81465,289.90509,47.0313,1004.03564
2019-03-19-19:00:00,2.88974,-0.82826,2.66131,162.71265,288.98007,51.74705,1003.62378
2019-03-19-20:00:00,2.43049,-1.12193,2.01657,150.91045,288.05502,56.4628,1003.21185
2019-03-19-21:00:00,1.97125,-1.41559,1.37183,134.10052,287.13,61.17855,1002.79999
2019-03-19-22:00:00,2.11536,-1.39863,1.57407,138.37744,287.35602,61.63679,1003.18768
2019-03-19-23:00:00,2.25946,-1.38168,1.77632,142.123,287.58203,62.09504,1003.57544
2019-03-20-00:00:00,1.75143,-1.74364,0.16498,95.40521,286.90656,59.36145,1003.24689
2019-03-20-01:00:00,2.03887,-1.78382,0.72068,111.99902,288.51721,54.43544,1003.23853
2019-03-20-02:00:00,2.32631,-1.82401,1.27637,124.98283,290.12784,49.50944,1003.23022
2019-03-20-03:00:00,2.61375,-1.86419,1.83206,134.50198,291.73849,44.58344,1003.22186
2019-03-20-04:00:00,3.11297,-2.38143,1.98407,129.79916,291.5719,44.86311,1002.87897
2019-03-20-05:00:00,3.61219,-2.89866,2.13608,126.3872,291.4053,45.1428,1002.53601
2019-03-20-06:00:00,4.11141,-3.41589,2.28808,123.81554,291.23871,45.42247,1002.19312
2019-03-20-07:00:00,2.92047,-2.09949,1.50034,125.55047,290.74869,49.87336,1002.40918
2019-03-20-08:00:00,1.72953,-0.78309,0.7126,132.302,290.25864,54.32425,1002.62518
2019-03-20-09:00:00,0.53858,0.53332,-0.07514,278.01932,289.76862,58.77513,1002.84125
2019-03-20-10:00:00,0.97816,0.24618,-0.65946,339.52924,288.65829,64.82301,1003.99664
2019-03-20-11:00:00,1.41774,-0.04096,-1.24379,1.88609,287.54794,70.87087,1005.1521
2019-03-20-12:00:00,1.85732,-0.3281,-1.82811,10.17473,286.43762,76.91875,1006.3075
2019-03-20-13:00:00,3.58812,0.99233,-3.23254,342.93457,285.76065,63.21225,1007.59003
2019-03-20-14:00:00,5.31892,2.31275,-4.63698,333.4917,285.08365,49.50574,1008.8725
2019-03-20-15:00:00,7.04973,3.63318,-6.04141,328.97821,284.40668,35.79924,1010.15503
2019-03-20-16:00:00,6.51942,3.03886,-5.7395,332.10043,283.42328,34.95861,1011.25482
2019-03-20-17:00:00,5.98911,2.44454,-5.43759,335.79312,282.43985,34.11798,1012.35455
2019-03-20-18:00:00,5.4588,1.85022,-5.13568,340.18759,281.45645,33.27735,1013.45435
2019-03-20-19:00:00,6.34131,2.37961,-5.87078,337.93579,280.67947,32.92255,1014.50415
2019-03-20-20:00:00,7.22382,2.909,-6.60588,336.23303,279.9025,32.56776,1015.55396
2019-03-20-21:00:00,8.10633,3.43839,-7.34098,334.90247,279.12552,32.21296,1016.60376
2019-03-20-22:00:00,7.9065,3.71469,-6.95265,331.88513,279.03394,28.69158,1017.8667
2019-03-20-23:00:00,7.70666,3.99099,-6.56431,328.70111,278.94235,25.17021,1019.12958
2019-03-21-00:00:00,7.81065,3.66205,-6.89895,332.0401,277.87253,20.7216,1021.73749
2019-03-21-01:00:00,7.36421,3.21207,-6.61403,334.09668,279.298,18.38585,1022.13458
2019-03-21-02:00:00,6.91777,2.7621,-6.32911,336.42297,280.72345,16.0501,1022.53168
2019-03-21-03:00:00,6.47133,2.31212,-6.04418,339.06635,282.14893,13.71436,1022.92877
2019-03-21-04:00:00,5.95139,2.09273,-5.57101,339.41147,283.14609,12.55105,1022.25293
2019-03-21-05:00:00,5.43145,1.87335,-5.09783,339.82269,284.14328,11.38774,1021.57709
2019-03-21-06:00:00,4.91152,1.65396,-4.62465,340.32092,285.14044,10.22443,1020.90125
2019-03-21-07:00:00,4.93521,1.59861,-4.66818,341.09631,285.04874,10.03435,1020.5675
2019-03-21-08:00:00,4.9589,1.54326,-4.71172,341.86447,284.95703,9.84426,1020.23376
2019-03-21-09:00:00,4.9826,1.48791,-4.75525,342.62518,284.86533,9.65418,1019.90002
2019-03-21-10:00:00,4.71859,1.27766,-4.5375,344.27402,283.64886,10.47595,1020.73749
2019-03-21-11:00:00,4.45459,1.0674,-4.31974,346.12042,282.43237,11.29772,1021.57501
2019-03-21-12:00:00,4.19059,0.85714,-4.10199,348.19751,281.21591,12.1195,1022.41248
2019-03-21-13:00:00,3.84884,0.85543,-3.75084,347.15271,280.46344,12.65722,1023.17145
2019-03-21-14:00:00,3.5071,0.85372,-3.39969,345.90363,279.71094,13.19494,1023.93036
2019-03-21-15:00:00,3.16536,0.852,-3.04854,344.38544,278.95847,13.73266,1024.68933
2019-03-21-16:00:00,2.67071,0.89656,-2.48642,340.1716,277.20786,17.65406,1024.87305
2019-03-21-17:00:00,2.17605,0.94112,-1.92431,333.93823,275.45721,21.57546,1025.05688
2019-03-21-18:00:00,1.6814,0.98567,-1.36219,324.11072,273.7066,25.49686,1025.2406
2019-03-21-19:00:00,1.87439,0.99025,-1.58393,327.98694,272.95398,28.07071,1025.08765
2019-03-21-20:00:00,2.06737,0.99483,-1.80567,331.14758,272.20135,30.64457,1024.93481
2019-03-21-21:00:00,2.26036,0.99941,-2.02741,333.75916,271.44873,33.21843,1024.78186
2019-03-21-22:00:00,2.31085,1.16293,-1.9838,329.62067,273.01541,29.79928,1025.12561
