DateTime,V,VX,VY,DIR,TP,RH,SLP
2018-06-12-03:00:00,1.4756,-0.55556,1.36703,157.88335,300.91528,52.5912,999.84747
2018-06-12-04:00:00,1.79809,-0.26982,1.71948,171.08182,301.80884,49.34976,999.15582
2018-06-12-05:00:00,2.12058,0.01591,2.07193,180.43999,302.70239,46.10833,998.46417
2018-06-12-06:00:00,2.44307,0.30164,2.42438,187.09238,303.59595,42.86689,997.77252
2018-06-12-07:00:00,2.30706,0.13203,2.29108,183.29817,303.13525,44.62407,997.42419
2018-06-12-08:00:00,2.17106,-0.03759,2.15777,179.00208,302.67456,46.38125,997.07581
2018-06-12-09:00:00,2.03505,-0.2072,2.02447,174.15622,302.21387,48.13844,996.72748
2018-06-12-10:00:00,2.27695,-0.72477,2.05867,160.60498,301.14291,51.28744,996.70416
2018-06-12-11:00:00,2.51885,-1.24234,2.09287,149.30637,300.07193,54.43644,996.68079
2018-06-12-12:00:00,2.76075,-1.75991,2.12708,140.39609,299.00098,57.58544,996.65747
2018-06-12-13:00:00,2.46658,-1.78882,1.53244,130.58588,297.90503,61.11556,997.0625
2018-06-12-14:00:00,2.17241,-1.81772,0.9378,117.29015,296.80908,64.64568,997.46747
2018-06-12-15:00:00,1.87824,-1.84663,0.34316,100.52735,295.71313,68.1758,997.8725
2018-06-12-16:00:00,3.26647,-2.82811,-0.99879,70.54851,294.23022,74.88264,998.26019
2018-06-12-17:00:00,4.65469,-3.8096,-2.34075,58.43196,292.74731,81.58949,998.64795
2018-06-12-18:00:00,6.04291,-4.79108,-3.68271,52.45199,291.2644,88.29634,999.03564
2018-06-12-19:00:00,4.5729,-3.73677,-2.49657,56.25271,291.17273,88.45983,999.26312
2018-06-12-20:00:00,3.10288,-2.68245,-1.31043,63.9635,291.08102,88.62333,999.49066
2018-06-12-21:00:00,1.63287,-1.62813,-0.1243,85.63437,290.98935,88.78682,999.71814
2018-06-12-22:00:00,1.49516,-1.33695,-0.4023,73.25292,291.86191,84.50922,1000.08331
2018-06-12-23:00:00,1.35745,-1.04577,-0.68031,56.95461,292.73444,80.23164,1000.44855
2018-06-13-00:00:00,2.08659,-0.37595,-2.05244,10.37988,293.25909,72.20057,1001.01312
2018-06-13-01:00:00,2.49661,-0.74641,-2.35645,17.57564,294.94229,65.32696,1000.87164
2018-06-13-02:00:00,2.90663,-1.11687,-2.66045,22.77278,296.62552,58.45335,1000.73022
2018-06-13-03:00:00,3.31665,-1.48732,-2.96446,26.64375,298.30872,51.57974,1000.58875
2018-06-13-04:00:00,2.86052,-1.30368,-2.5458,27.11647,298.71631,50.3661,1000.23438
2018-06-13-05:00:00,2.4044,-1.12003,-2.12715,27.76865,299.1239,49.15246,999.88
2018-06-13-06:00:00,1.94827,-0.93639,-1.7085,28.72609,299.53149,47.93882,999.52563
2018-06-13-07:00:00,2.3635,-1.68321,-1.24901,53.42298,299.00195,51.86772,999.58124
2018-06-13-08:00:00,2.77872,-2.43003,-0.78953,72.00072,298.47241,55.79662,999.6369
2018-06-13-09:00:00,3.19395,-3.17685,-0.33005,84.06874,297.94287,59.72553,999.6925
2018-06-13-10:00:00,3.05004,-2.80601,-0.83181,73.48819,296.71835,63.78471,1000.2998
2018-06-13-11:00:00,2.90613,-2.43516,-1.33356,61.29363,295.4938,67.8439,1000.9071
2018-06-13-12:00:00,2.76222,-2.06432,-1.83532,48.36069,294.26929,71.90308,1001.5144
2018-06-13-13:00:00,2.01984,-1.30059,-1.06201,50.7662,293.82901,73.75325,1001.81854
2018-06-13-14:00:00,1.27746,-0.53686,-0.28871,61.73023,293.38876,75.60342,1002.12274
2018-06-13-15:00:00,0.53508,0.22687,0.4846,205.08659,292.94849,77.45358,1002.42688
2018-06-13-16:00:00,0.67247,0.39388,0.12101,252.92191,292.23691,81.97934,1002.40875
2018-06-13-17:00:00,0.80987,0.56089,-0.24259,293.38867,291.5253,86.5051,1002.39062
2018-06-13-18:00:00,0.94726,0.7279,-0.60618,309.78687,290.81372,91.03085,1002.3725
2018-06-13-19:00:00,0.89867,0.47093,-0.6709,324.93353,290.34058,93.24879,1002.58356
2018-06-13-20:00:00,0.85008,0.21396,-0.73562,343.78265,289.86743,95.46672,1002.79456
2018-06-13-21:00:00,0.80149,-0.04301,-0.80034,3.07628,289.39429,97.68465,1003.00562
2018-06-13-22:00:00,0.73197,-0.19028,-0.64733,16.38062,291.29248,88.61986,1003.35065
2018-06-13-23:00:00,0.66244,-0.33755,-0.49432,34.32736,293.19067,79.55505,1003.69562
2018-06-14-00:00:00,0.48585,0.30772,0.37597,219.29944,294.00903,76.24934,1004.55811
2018-06-14-01:00:00,0.40079,0.1867,0.32529,209.85406,295.67831,69.84402,1004.17957
2018-06-14-02:00:00,0.31573,0.06569,0.27461,193.45206,297.34756,63.4387,1003.80103
2018-06-14-03:00:00,0.23067,-0.05533,0.22393,166.12048,299.01685,57.03338,1003.42249
2018-06-14-04:00:00,0.81318,-0.27895,0.76265,159.90906,299.79623,53.95374,1002.86249
2018-06-14-05:00:00,1.39569,-0.50258,1.30137,158.88396,300.57559,50.87409,1002.30249
2018-06-14-06:00:00,1.9782,-0.7262,1.84009,158.46317,301.35498,47.79445,1001.74249
2018-06-14-07:00:00,2.07571,-0.59466,1.97552,163.24745,301.55649,46.80275,1001.52252
2018-06-14-08:00:00,2.17322,-0.46312,2.11096,167.62589,301.75797,45.81105,1001.30249
2018-06-14-09:00:00,2.27074,-0.33159,2.24639,171.60324,301.95947,44.81935,1001.08252
2018-06-14-10:00:00,2.2498,-0.55176,2.15509,165.6393,300.54013,51.13092,1001.55524
2018-06-14-11:00:00,2.22886,-0.77193,2.06378,159.49246,299.12076,57.4425,1002.02789
2018-06-14-12:00:00,2.20792,-0.9921,1.97248,153.29903,297.70142,63.75407,1002.50061
2018-06-14-13:00:00,2.16632,-1.06569,1.87952,150.44656,296.61182,67.6368,1003.13269
2018-06-14-14:00:00,2.12471,-1.13929,1.78655,147.47415,295.52222,71.51951,1003.76477
2018-06-14-15:00:00,2.08311,-1.21289,1.69359,144.39104,294.43262,75.40223,1004.39685
2018-06-14-16:00:00,2.03085,-1.43746,1.25878,131.20844,293.85742,80.26051,1004.68933
2018-06-14-17:00:00,1.97859,-1.66204,0.82397,116.3703,293.28223,85.11879,1004.98187
2018-06-14-18:00:00,1.92633,-1.88661,0.38916,101.65518,292.70703,89.97707,1005.27435
2018-06-14-19:00:00,1.85902,-1.82433,0.16263,95.0941,292.29828,92.76632,1005.54663
2018-06-14-20:00:00,1.79171,-1.76204,-0.0639,87.92296,291.88956,95.55556,1005.81897
2018-06-14-21:00:00,1.7244,-1.69976,-0.29044,80.30357,291.4808,98.34481,1006.09125
2018-06-14-22:00:00,1.65258,-1.49935,0.1512,95.75859,292.7384,91.31152,1006.45355
2018-06-14-23:00:00,1.58077,-1.29895,0.59284,114.53213,293.996,84.27822,1006.8158
2018-06-15-00:00:00,1.65865,-1.495,0.71841,115.66643,294.57788,76.5905,1008.065
2018-06-15-01:00:00,1.94506,-1.06851,1.31515,140.90738,296.37671,69.88637,1007.81439
2018-06-15-02:00:00,2.23146,-0.64203,1.91189,161.43747,298.17554,63.18224,1007.56372
2018-06-15-03:00:00,2.51786,-0.21555,2.50862,175.0891,299.97437,56.47811,1007.31311
2018-06-15-04:00:00,2.97616,0.1506,2.93619,182.93617,300.8981,53.14787,1006.73999
2018-06-15-05:00:00,3.43446,0.51674,3.36375,188.73357,301.82187,49.81762,1006.16687
2018-06-15-06:00:00,3.89276,0.88289,3.79132,193.1089,302.74561,46.48738,1005.59375
2018-06-15-07:00:00,4.24308,-0.14735,4.00199,177.89131,302.70508,46.60468,1005.33813
2018-06-15-08:00:00,4.5934,-1.1776,4.21266,164.38231,302.66455,46.72198,1005.08252
2018-06-15-09:00:00,4.94372,-2.20784,4.42332,153.47456,302.62402,46.83928,1004.8269
2018-06-15-10:00:00,4.6187,-2.33766,3.94911,149.37677,300.84879,51.65919,1005.43213
2018-06-15-11:00:00,4.29367,-2.46748,3.4749,144.62193,299.07358,56.4791,1006.03729
2018-06-15-12:00:00,3.96865,-2.59731,3.00069,139.12158,297.29834,61.29902,1006.64252
2018-06-15-13:00:00,3.0925,-2.17056,1.91783,131.46262,296.32193,65.0682,1007.17627
2018-06-15-14:00:00,2.21635,-1.74382,0.83496,115.58569,295.34555,68.83738,1007.71002
2018-06-15-15:00:00,1.3402,-1.31708,-0.2479,79.34042,294.36914,72.60656,1008.24377
2018-06-15-16:00:00,1.98685,-1.93594,0.11105,93.28311,293.83179,75.13514,1008.18127
2018-06-15-17:00:00,2.63349,-2.5548,0.47001,100.42418,293.29443,77.66372,1008.11877
2018-06-15-18:00:00,3.28014,-3.17366,0.82896,104.63866,292.75708,80.1923,1008.05627
2018-06-15-19:00:00,2.63283,-2.56078,0.52175,101.51617,292.40942,82.92104,1008.00067
2018-06-15-20:00:00,1.98553,-1.94789,0.21453,96.285,292.06174,85.64978,1007.94501
2018-06-15-21:00:00,1.33822,-1.33501,-0.09268,86.02864,291.71408,88.37852,1007.8894
2018-06-15-22:00:00,1.16534,-1.15976,-0.01859,89.08146,292.66348,84.78865,1007.92041
2018-06-15-23:00:00,0.99246,-0.98451,0.05549,93.22614,293.61285,81.19878,1007.95148
2018-06-16-00:00:00,1.15642,-1.01776,0.54906,118.34575,294.71338,77.54253,1008.04999
2018-06-16-01:00:00,1.36489,-1.06939,0.81323,127.25162,296.20273,73.01338,1007.67395
2018-06-16-02:00:00,1.57337,-1.12102,1.07741,133.86345,297.69205,68.48423,1007.29791
2018-06-16-03:00:00,1.78184,-1.17265,1.34158,138.84389,299.1814,63.95507,1006.92188
2018-06-16-04:00:00,2.28605,-0.8536,1.99019,156.78539,300.4296,59.26846,1006.12415
2018-06-16-05:00:00,2.79025,-0.53454,2.63879,168.54854,301.67783,54.58183,1005.32648
2018-06-16-06:00:00,3.29445,-0.21548,3.2874,176.24971,302.92603,49.89521,1004.52875
2018-06-16-07:00:00,3.51198,-0.25742,3.50234,175.79643,303.11636,49.07062,1004.03247
2018-06-16-08:00:00,3.7295,-0.29935,3.71729,175.39601,303.30673,48.24603,1003.53625
2018-06-16-09:00:00,3.94702,-0.34128,3.93224,175.03973,303.49707,47.42144,1003.03998
2018-06-16-10:00:00,3.31462,-0.6,3.19431,169.36192,301.96524,51.58478,1003.43915
2018-06-16-11:00:00,2.68222,-0.85871,2.45639,160.73117,300.43344,55.74813,1003.83832
2018-06-16-12:00:00,2.04982,-1.11743,1.71846,146.96599,298.90161,59.91147,1004.23749
2018-06-16-13:00:00,1.59508,-0.91291,0.99066,137.33902,297.93637,65.9482,1004.91833
2018-06-16-14:00:00,1.14034,-0.70838,0.26286,110.35859,296.9711,71.98492,1005.59918
2018-06-16-15:00:00,0.68559,-0.50386,-0.46494,47.30083,296.00586,78.02164,1006.28003
2018-06-16-16:00:00,0.79121,-0.13492,-0.57689,13.16315,295.42514,82.49999,1005.97046
2018-06-16-17:00:00,0.89682,0.23402,-0.68885,341.23584,294.84439,86.97836,1005.66083
2018-06-16-18:00:00,1.00243,0.60297,-0.80081,323.02234,294.26367,91.45671,1005.35126
2018-06-16-19:00:00,0.83261,0.34752,-0.68891,333.23163,294.01538,92.85138,1005.4729
2018-06-16-20:00:00,0.6628,0.09207,-0.57702,350.93408,293.76709,94.24606,1005.5946
2018-06-16-21:00:00,0.49298,-0.16338,-0.46512,19.35413,293.5188,95.64072,1005.71625
2018-06-16-22:00:00,0.42666,-0.02162,-0.26553,4.65515,294.5553,90.29096,1005.95459
2018-06-16-23:00:00,0.36033,0.12013,-0.06595,298.76526,295.5918,84.94119,1006.19293
2018-06-17-00:00:00,0.28956,-0.2748,-0.09129,71.62232,296.90814,80.9341,1006.63373
2018-06-17-01:00:00,0.4025,-0.01436,0.06311,167.17816,298.17957,73.81931,1006.32288
2018-06-17-02:00:00,0.51544,0.24607,0.21751,228.52467,299.45099,66.70452,1006.01208
2018-06-17-03:00:00,0.62838,0.5065,0.37192,233.71057,300.72241,59.58973,1005.70123
2018-06-17-04:00:00,1.26648,-0.03723,1.00808,177.88466,301.48901,57.13677,1005.0083
2018-06-17-05:00:00,1.90458,-0.58097,1.64424,160.53983,302.25562,54.6838,1004.31543
2018-06-17-06:00:00,2.54268,-1.12471,2.2804,153.74725,303.02222,52.23083,1003.6225
2018-06-17-07:00:00,2.74959,-0.84132,2.57076,161.87863,302.97739,51.67236,1003.30481
2018-06-17-08:00:00,2.9565,-0.55793,2.86112,168.96564,302.93253,51.11389,1002.98706
2018-06-17-09:00:00,3.16341,-0.27454,3.15148,175.02133,302.8877,50.55541,1002.66937
2018-06-17-10:00:00,3.01469,-0.7705,1.41159,151.37273,301.4498,57.26886,1002.94562
2018-06-17-11:00:00,2.86597,-1.26646,-0.32829,75.46774,300.01187,63.98231,1003.22186
2018-06-17-12:00:00,2.71725,-1.76242,-2.06817,40.4364,298.57397,70.69576,1003.49811
2018-06-17-13:00:00,2.32165,-1.58207,-1.07137,55.89419,297.96127,73.34048,1003.72772
2018-06-17-14:00:00,1.92604,-1.40171,-0.07457,86.95467,297.34854,75.9852,1003.95728
2018-06-17-15:00:00,1.53043,-1.22136,0.92223,127.05592,296.73584,78.62992,1004.18689
2018-06-17-16:00:00,1.5341,-1.07025,1.06032,134.73286,296.08609,78.46001,1004.06958
2018-06-17-17:00:00,1.53778,-0.91914,1.1984,142.51277,295.43637,78.2901,1003.95233
2018-06-17-18:00:00,1.54146,-0.76804,1.33649,150.11548,294.78662,78.12019,1003.83502
2018-06-17-19:00:00,1.53302,-0.75482,1.33423,150.50168,294.29153,80.21478,1003.72791
2018-06-17-20:00:00,1.52459,-0.74161,1.33198,150.89218,293.79645,82.30937,1003.62085
2018-06-17-21:00:00,1.51615,-0.72839,1.32972,151.287,293.30136,84.40397,1003.51373
2018-06-17-22:00:00,1.58747,-0.5698,1.457,158.64067,294.69638,79.4924,1003.74835
2018-06-17-23:00:00,1.65879,-0.41121,1.58428,165.44972,296.09143,74.58084,1003.98291
2018-06-18-00:00:00,1.46904,-0.05068,1.46817,178.02312,297.45197,76.77749,1003.81189
2018-06-18-01:00:00,2.19466,0.61059,2.00918,196.90399,299.11746,69.58602,1003.31274
2018-06-18-02:00:00,2.92028,1.27185,2.5502,206.50673,300.78299,62.39455,1002.81354
2018-06-18-03:00:00,3.64589,1.93312,3.09121,212.02023,302.44849,55.20308,1002.31439
2018-06-18-04:00:00,3.85745,1.46101,3.47722,202.79054,303.58243,50.91101,1001.35394
2018-06-18-05:00:00,4.069,0.98891,3.86323,194.35822,304.7164,46.61893,1000.39355
2018-06-18-06:00:00,4.28056,0.5168,4.24925,186.93434,305.85034,42.32686,999.43311
2018-06-18-07:00:00,4.10891,0.47222,4.08153,186.59966,305.74869,42.54794,999.32019
2018-06-18-08:00:00,3.93727,0.42765,3.91381,186.23576,305.64706,42.76902,999.20728
2018-06-18-09:00:00,3.76563,0.38307,3.74609,185.83871,305.54541,42.9901,999.09436
2018-06-18-10:00:00,3.57406,0.6092,3.50046,189.8725,304.32861,46.96437,999.19415
2018-06-18-11:00:00,3.38248,0.83532,3.25483,194.3938,303.11182,50.93865,999.29395
2018-06-18-12:00:00,3.19091,1.06145,3.00919,199.42952,301.89502,54.91293,999.39374
2018-06-18-13:00:00,2.8018,0.36965,2.58987,188.123,300.9996,58.54733,999.63312
2018-06-18-14:00:00,2.41269,-0.32214,2.17055,171.55818,300.10416,62.18172,999.8725
2018-06-18-15:00:00,2.02358,-1.01393,1.75124,149.92999,299.20874,65.81612,1000.11188
2018-06-18-16:00:00,2.72034,-1.50075,0.07199,92.74617,298.32651,70.70574,1000.26001
2018-06-18-17:00:00,3.41709,-1.98756,-1.60726,51.03889,297.44424,75.59536,1000.40814
2018-06-18-18:00:00,4.11385,-2.47438,-3.28651,36.97566,296.56201,80.48498,1000.55627
2018-06-18-19:00:00,3.82522,-2.57531,-2.75242,43.09608,295.85846,84.61015,1001.29254
2018-06-18-20:00:00,3.5366,-2.67625,-2.21832,50.34497,295.15491,88.73534,1002.02875
2018-06-18-21:00:00,3.24798,-2.77718,-1.68422,58.76531,294.45135,92.86051,1002.76501
2018-06-18-22:00:00,2.77988,-1.64867,-1.70295,44.07208,295.50427,86.9038,1003.18396
2018-06-18-23:00:00,2.31178,-0.52015,-1.72169,16.81055,296.55719,80.94708,1003.60291
2018-06-19-00:00:00,1.87825,1.30165,-1.35407,316.13086,298.09799,71.81914,1003.66248
2018-06-19-01:00:00,2.48079,0.07495,-1.84131,357.66907,300.14865,56.62749,1003.54871
2018-06-19-02:00:00,3.08333,-1.15175,-2.32854,26.31798,302.19934,41.43584,1003.435
2018-06-19-03:00:00,3.68587,-2.37845,-2.81578,40.18727,304.25,26.2442,1003.32123
2018-06-19-04:00:00,3.6478,-2.53537,-2.59513,44.33263,305.06577,23.49763,1002.6958
2018-06-19-05:00:00,3.60974,-2.69228,-2.37447,48.58914,305.8815,20.75106,1002.07043
2018-06-19-06:00:00,3.57168,-2.8492,-2.15382,52.91297,306.69727,18.00449,1001.44501
2018-06-19-07:00:00,3.33038,-2.80348,-1.72544,58.38923,306.49814,19.22086,1001.31354
2018-06-19-08:00:00,3.08908,-2.75777,-1.29706,64.81094,306.29898,20.43723,1001.18207
2018-06-19-09:00:00,2.84778,-2.71205,-0.86869,72.23943,306.09985,21.65361,1001.0506
2018-06-19-10:00:00,2.78692,-1.85455,0.30805,99.43114,303.52994,29.24553,1001.44751
2018-06-19-11:00:00,2.72605,-0.99704,1.48479,146.11853,300.96005,36.83745,1001.84436
2018-06-19-12:00:00,2.66519,-0.13954,2.66154,176.99886,298.39014,44.42937,1002.24127
2018-06-19-13:00:00,2.37555,-0.48404,2.22781,167.7419,297.51562,50.91384,1002.89294
2018-06-19-14:00:00,2.08591,-0.82853,1.79409,155.2119,296.64111,57.39831,1003.54456
2018-06-19-15:00:00,1.79627,-1.17303,1.36036,139.22906,295.7666,63.88277,1004.19623
2018-06-19-16:00:00,1.65304,-0.98661,0.49991,116.87081,294.76096,72.06485,1004.47522
2018-06-19-17:00:00,1.50982,-0.8002,-0.36055,65.745,293.75528,80.24693,1004.75415
2018-06-19-18:00:00,1.3666,-0.61379,-1.221,26.68826,292.74963,88.429,1005.03314
2018-06-19-19:00:00,1.61552,-0.0254,-1.40473,1.03578,292.60013,86.50334,1005.23358
2018-06-19-20:00:00,1.86445,0.56299,-1.58846,340.48441,292.45059,84.57767,1005.43396
2018-06-19-21:00:00,2.11337,1.15138,-1.77219,326.98853,292.30109,82.65202,1005.6344
2018-06-19-22:00:00,2.02786,0.40662,-1.68426,346.42706,294.4516,72.51335,1005.745
2018-06-19-23:00:00,1.94235,-0.33813,-1.59632,11.95966,296.60208,62.37469,1005.85565
2018-06-20-00:00:00,1.74774,-0.2569,-1.72875,8.45258,297.60168,71.44981,1006.29688
2018-06-20-01:00:00,1.50668,-0.46752,-1.32243,19.46992,299.41162,64.18959,1005.935
2018-06-20-02:00:00,1.26563,-0.67813,-0.91611,36.50996,301.22156,56.92937,1005.57312
2018-06-20-03:00:00,1.02458,-0.88875,-0.50979,60.16125,303.03149,49.66915,1005.21124
2018-06-20-04:00:00,1.53781,-1.25752,0.19712,98.90894,304.15079,43.10251,1004.38898
2018-06-20-05:00:00,2.05104,-1.6263,0.90404,119.06913,305.27011,36.53587,1003.56665
2018-06-20-06:00:00,2.56427,-1.99507,1.61095,128.91971,306.3894,29.96922,1002.74438
2018-06-20-07:00:00,2.88832,-2.06077,1.99897,134.12778,305.98911,30.68186,1002.39581
2018-06-20-08:00:00,3.21237,-2.12648,2.38699,138.3033,305.58878,31.3945,1002.0473
2018-06-20-09:00:00,3.53643,-2.19218,2.775,141.69211,305.18848,32.10714,1001.69873
2018-06-20-10:00:00,3.26239,-1.71858,2.71746,147.68983,303.03052,36.50837,1002.03168
2018-06-20-11:00:00,2.98834,-1.24498,2.65992,154.91795,300.87256,40.90959,1002.36456
2018-06-20-12:00:00,2.7143,-0.77138,2.60239,163.48944,298.7146,45.31081,1002.69751
2018-06-20-13:00:00,2.5767,-0.89391,2.40156,159.5838,298.09644,47.2245,1003.25732
2018-06-20-14:00:00,2.4391,-1.01643,2.20074,155.20979,297.47827,49.13819,1003.81708
2018-06-20-15:00:00,2.3015,-1.13895,1.99992,150.33853,296.86011,51.05188,1004.37689
2018-06-20-16:00:00,2.13903,-1.30515,1.07308,129.42647,295.88782,54.84944,1004.59253
2018-06-20-17:00:00,1.97657,-1.47136,0.14623,95.6757,294.91553,58.647,1004.80811
2018-06-20-18:00:00,1.8141,-1.63756,-0.78061,64.51314,293.94324,62.44456,1005.02374
2018-06-20-19:00:00,1.76082,-1.56658,-0.8007,62.92789,293.42654,66.66694,1005.41083
2018-06-20-20:00:00,1.70754,-1.4956,-0.82078,61.24219,292.90982,70.88932,1005.79791
2018-06-20-21:00:00,1.65426,-1.42461,-0.84086,59.44937,292.39313,75.1117,1006.185
2018-06-20-22:00:00,1.74274,-1.56533,-0.73529,64.83904,294.25906,64.9788,1006.32916
2018-06-20-23:00:00,1.83122,-1.70605,-0.62971,69.74052,296.12497,54.8459,1006.47333
2018-06-21-00:00:00,1.12579,-0.6167,-0.94185,33.21579,298.55975,37.49025,1006.66498
2018-06-21-01:00:00,1.5644,-1.08572,-1.08323,45.06558,300.34436,35.56022,1006.33374
2018-06-21-02:00:00,2.00301,-1.55473,-1.22462,51.77353,302.12897,33.63018,1006.0025
2018-06-21-03:00:00,2.44162,-2.02375,-1.366,55.98125,303.91357,31.70015,1005.67126
2018-06-21-04:00:00,2.49826,-2.13949,-0.54572,75.69074,304.84189,30.80688,1005.00165
2018-06-21-05:00:00,2.5549,-2.25523,0.27457,96.94139,305.77017,29.91361,1004.33209
2018-06-21-06:00:00,2.61155,-2.37097,1.09485,114.7862,306.69849,29.02035,1003.66248
2018-06-21-07:00:00,2.60676,-2.3074,1.20034,117.48402,306.68448,30.43381,1003.27582
2018-06-21-08:00:00,2.60197,-2.24383,1.30583,120.19785,306.6705,31.84727,1002.88916
2018-06-21-09:00:00,2.59719,-2.18026,1.41132,122.91562,306.65649,33.26073,1002.5025
2018-06-21-10:00:00,2.78952,-2.15349,1.7343,128.84602,305.13712,40.1424,1002.47083
2018-06-21-11:00:00,2.98185,-2.12672,2.05728,134.04926,303.61777,47.02407,1002.43915
2018-06-21-12:00:00,3.17418,-2.09994,2.38026,138.58028,302.09839,53.90574,1002.40747
2018-06-21-13:00:00,3.06349,-2.22429,2.05375,132.71715,301.04663,57.94455,1002.94061
2018-06-21-14:00:00,2.9528,-2.34863,1.72723,126.33145,299.99487,61.98335,1003.47375
2018-06-21-15:00:00,2.84212,-2.47298,1.40071,119.52748,298.94312,66.02215,1004.0069
2018-06-21-16:00:00,2.42849,-2.00933,0.54037,105.0523,297.98544,67.99841,1004.19586
2018-06-21-17:00:00,2.01487,-1.54569,-0.31998,78.30421,297.02774,69.97466,1004.38477
2018-06-21-18:00:00,1.60124,-1.08205,-1.18032,42.51262,296.07007,71.95092,1004.57373
2018-06-21-19:00:00,1.21675,-0.66826,-0.92637,35.80594,295.74289,75.12325,1004.78833
2018-06-21-20:00:00,0.83225,-0.25448,-0.67241,20.72969,295.41571,78.29558,1005.00293
2018-06-21-21:00:00,0.44775,0.1593,-0.41846,339.159,295.08853,81.4679,1005.21753
2018-06-21-22:00:00,0.99354,0.65538,-0.70497,317.08783,295.30405,80.75491,1005.30273
2018-06-21-23:00:00,1.53932,1.15146,-0.99148,310.73074,295.51953,80.0419,1005.38794
2018-06-22-00:00:00,0.42602,-0.08944,-0.41652,12.11902,296.97507,65.59422,1005.62872
2018-06-22-01:00:00,0.49231,0.00791,-0.47473,359.0459,298.35886,61.26338,1005.47833
2018-06-22-02:00:00,0.55861,0.10525,-0.53294,348.82825,299.74268,56.93253,1005.32788
2018-06-22-03:00:00,0.6249,0.2026,-0.59115,341.08246,301.12646,52.60168,1005.17749
2018-06-22-04:00:00,1.01153,0.55469,0.02762,267.14893,302.9064,44.3061,1004.39832
2018-06-22-05:00:00,1.39815,0.90678,0.6464,234.517,304.68637,36.01052,1003.6192
2018-06-22-06:00:00,1.78478,1.25888,1.26517,224.85718,306.46631,27.71494,1002.84003
2018-06-22-07:00:00,2.22494,1.50831,1.63324,222.72281,305.59067,29.04368,1002.73584
2018-06-22-08:00:00,2.66511,1.75775,2.00131,221.29285,304.715,30.37243,1002.63171
2018-06-22-09:00:00,3.10527,2.00718,2.36937,220.26913,303.83936,31.70118,1002.52753
2018-06-22-10:00:00,2.47675,1.72563,1.45657,229.83298,302.33871,38.88089,1002.60834
2018-06-22-11:00:00,1.84822,1.44408,0.54376,249.36632,300.83804,46.0606,1002.68921
2018-06-22-12:00:00,1.21969,1.16252,-0.36904,287.61212,299.3374,53.24032,1002.77002
2018-06-22-13:00:00,1.98598,0.0906,-1.19847,355.67709,298.66855,58.42051,1003.0965
