DateTime,SPD10,DIR10,SLP,T2,RH2
2018-03-20-08:00:00,3.75,180,1022.6,284.45,10
2018-03-20-09:00:00,3.59,151,1022.3,284.05,11
2018-03-20-10:00:00,4.43,166,1022.4,283.45,13
2018-03-20-11:00:00,5.67,163,1022.7,282.55,14
2018-03-20-12:00:00,4.29,147,1022.9,281.65,15
2018-03-20-13:00:00,5.71,161,1023.2,281.35,15
2018-03-20-14:00:00,3.02,193,1023.3,280.25,18
2018-03-20-15:00:00,3.31,218,1023.1,280.65,15
2018-03-20-16:00:00,2.35,213,1022.9,280.15,16
2018-03-20-17:00:00,3.13,159,1022.7,277.45,23
2018-03-20-18:00:00,3.14,108,1022.4,275.35,35
2018-03-20-19:00:00,3.12,98,1021.8,274.25,45
2018-03-20-20:00:00,2.36,94,1021.2,272.95,50
2018-03-20-21:00:00,1.04,47,1021.2,272.75,51
2018-03-20-22:00:00,1.13,47,1021.1,272.85,51
2018-03-20-23:00:00,1.29,33,1021,272.55,58
2018-03-21-00:00:00,1.76,56,1020.8,275.45,47
2018-03-21-01:00:00,1.54,79,1021,276.55,39
2018-03-21-02:00:00,1.39,123,1020.8,277.95,33
2018-03-21-03:00:00,2.14,127,1020,278.85,30
2018-03-21-04:00:00,1.9,236,1018.9,281.15,26
2018-03-21-05:00:00,2.94,188,1017.7,282.45,22
2018-03-21-06:00:00,3.26,164,1016.3,282.85,21
2018-03-21-07:00:00,2.69,184,1015.3,284.05,20
2018-03-21-08:00:00,3.37,191,1014.5,284.55,18
2018-03-21-09:00:00,2.6,167,1014,284.25,19
2018-03-21-10:00:00,3.82,174,1013.8,283.55,20
2018-03-21-11:00:00,3.72,170,1013.9,282.85,22
2018-03-21-12:00:00,3.79,180,1014,281.65,24
2018-03-21-13:00:00,3.59,175,1014.1,280.65,27
2018-03-21-14:00:00,3.42,177,1013.8,280.45,28
2018-03-21-15:00:00,2.76,174,1013.6,279.45,30
2018-03-21-16:00:00,2.61,170,1013,279.45,30
2018-03-21-17:00:00,1.58,10,1012.7,277.05,43
2018-03-21-18:00:00,1.49,14,1012.3,276.35,45
2018-03-21-19:00:00,1.63,23,1012,276.45,43
2018-03-21-20:00:00,1.68,16,1011.7,275.15,49
2018-03-21-21:00:00,2.1,343,1011.5,275.05,51
2018-03-21-22:00:00,2.34,348,1011.5,274.45,54
2018-03-21-23:00:00,2.37,340,1011.6,275.05,52
2018-03-22-00:00:00,2.77,357,1011.8,278.15,41
2018-03-22-01:00:00,2.37,20,1011.8,280.45,32
2018-03-22-02:00:00,1.95,47,1011.3,282.65,26
2018-03-22-03:00:00,1.02,133,1010.7,285.25,21
2018-03-22-04:00:00,1.61,155,1009.6,286.45,21
2018-03-22-05:00:00,2.05,178,1008.6,288.85,19
2018-03-22-06:00:00,4.2,180,1007.1,290.85,17
2018-03-22-07:00:00,4.79,166,1006.5,291.85,15
2018-03-22-08:00:00,4.85,168,1006.3,291.85,14
2018-03-22-09:00:00,4.82,176,1006.3,291.45,15
2018-03-22-10:00:00,3.26,179,1006.8,290.65,19
2018-03-22-11:00:00,3.88,188,1007.3,289.25,21
2018-03-22-12:00:00,5.01,193,1007.5,289.05,24
2018-03-22-13:00:00,3.2,145,1008,287.65,25
2018-03-22-14:00:00,4.31,110,1008.4,285.35,29
2018-03-22-15:00:00,2.59,135,1008.4,285.45,29
2018-03-22-16:00:00,1.76,90,1008.4,282.85,34
2018-03-22-17:00:00,3.18,76,1008.3,281.25,44
2018-03-22-18:00:00,2.82,109,1008.2,280.85,50
2018-03-22-19:00:00,2.13,88,1008.1,279.95,54
2018-03-22-20:00:00,2.34,87,1008.5,279.55,55
2018-03-22-21:00:00,1.28,94,1008.9,279.75,54
2018-03-22-22:00:00,0.76,64,1009.4,280.15,53
2018-03-22-23:00:00,1.38,85,1009.5,280.05,54
2018-03-23-00:00:00,0.86,360,1010.2,281.85,48
2018-03-23-01:00:00,1.87,328,1010.7,283.55,42
2018-03-23-02:00:00,1.02,322,1010.9,285.45,37
2018-03-23-03:00:00,1.14,323,1010.7,286.85,33
2018-03-23-04:00:00,1.68,302,1010.6,287.25,33
2018-03-23-05:00:00,2.83,282,1009.8,289.15,29
2018-03-23-06:00:00,1.47,281,1009.1,291.95,23
2018-03-23-07:00:00,1.6,152,1008.7,293.65,17
2018-03-23-08:00:00,1.74,20,1008.8,293.15,17
2018-03-23-09:00:00,1.75,133,1008.9,293.75,15
2018-03-23-10:00:00,1.44,106,1009.8,292.85,18
2018-03-23-11:00:00,2.12,231,1010.8,291.85,20
2018-03-23-12:00:00,1.78,301,1012.2,286.75,29
2018-03-23-13:00:00,1.38,316,1013.8,287.45,28
2018-03-23-14:00:00,1.99,315,1014.7,284.95,32
2018-03-23-15:00:00,1.96,319,1015.7,284.05,33
2018-03-23-16:00:00,2.11,336,1016.3,283.25,32
2018-03-23-17:00:00,1.33,145,1017.1,284.95,42
2018-03-23-18:00:00,1.62,191,1017.3,283.85,52
2018-03-23-19:00:00,2.01,263,1017.3,283.45,54
2018-03-23-20:00:00,0.52,2,1017.6,279.55,62
2018-03-23-21:00:00,1.05,317,1018.1,279.05,64
2018-03-23-22:00:00,0.96,320,1018.4,279.05,64
2018-03-23-23:00:00,1.46,304,1019,279.95,58
2018-03-24-00:00:00,1.65,331,1019.3,283.15,40
2018-03-24-01:00:00,1.22,317,1019.6,286.75,30
2018-03-24-02:00:00,1.04,283,1019.5,289.55,30
2018-03-24-03:00:00,1.21,87,1018.8,292.55,20
2018-03-24-04:00:00,2.8,265,1017.8,294.25,12
2018-03-24-05:00:00,1.95,281,1016.7,295.65,10
2018-03-24-06:00:00,3.65,264,1015.3,296.85,9
2018-03-24-07:00:00,4.79,230,1014.4,296.65,9
2018-03-24-08:00:00,4.82,231,1013.9,296.45,11
2018-03-24-09:00:00,5.32,200,1013.6,296.35,11
2018-03-24-10:00:00,4.98,192,1013.8,295.35,11
2018-03-24-11:00:00,4.41,196,1014.1,294.35,12
2018-03-24-12:00:00,4.18,182,1014.6,292.35,14
2018-03-24-13:00:00,4.5,204,1014.9,292.55,14
2018-03-24-14:00:00,3.41,210,1015.1,292.05,14
2018-03-24-15:00:00,1.14,307,1015.4,288.75,19
2018-03-24-16:00:00,1.76,83,1015.2,284.25,29
2018-03-24-17:00:00,1.89,22,1015.2,282.45,32
2018-03-24-18:00:00,1.02,340,1015.2,283.55,30
2018-03-24-19:00:00,2.39,353,1015,281.55,36
2018-03-24-20:00:00,1.32,352,1015,280.35,40
2018-03-24-21:00:00,0.78,258,1015.2,282.65,33
2018-03-24-22:00:00,1.57,310,1015.6,279.95,40
2018-03-24-23:00:00,2.5,2,1016.1,280.85,40
2018-03-25-00:00:00,2.32,355,1016.2,286.45,26
2018-03-25-01:00:00,1.81,307,1016.1,290.35,17
2018-03-25-02:00:00,2.05,46,1016.1,291.15,15
2018-03-25-03:00:00,1.91,132,1015.7,293.35,13
2018-03-25-04:00:00,2.35,207,1014.8,296.35,10
2018-03-25-05:00:00,2.85,207,1013.7,297.95,9
2018-03-25-06:00:00,4.37,190,1012.4,299.15,8
2018-03-25-07:00:00,4.69,211,1011.2,300.35,7
2018-03-25-08:00:00,5.7,190,1010.4,300.35,7
2018-03-25-09:00:00,5.64,202,1010.2,299.85,7
2018-03-25-10:00:00,5.64,200,1010.3,299.15,8
2018-03-25-11:00:00,4.41,200,1010.5,297.85,9
2018-03-25-12:00:00,6.02,201,1010.7,297.05,12
2018-03-25-13:00:00,4.25,213,1011,296.15,14
2018-03-25-14:00:00,0.98,280,1011.5,292.85,20
2018-03-25-15:00:00,1.18,189,1011.5,292.65,23
2018-03-25-16:00:00,2.27,218,1011.1,293.15,23
2018-03-25-17:00:00,2.08,26,1011.1,287.75,33
2018-03-25-18:00:00,1.65,45,1010.9,284.95,41
2018-03-25-19:00:00,2.1,82,1010.5,285.75,39
2018-03-25-20:00:00,2.22,360,1010.5,283.55,44
2018-03-25-21:00:00,1.97,68,1010.3,283.35,47
2018-03-25-22:00:00,1.6,69,1010.4,282.45,51
2018-03-25-23:00:00,1.51,61,1010.9,282.75,53
2018-03-26-00:00:00,2.29,102,1011,285.85,47
2018-03-26-01:00:00,1.58,95,1011,287.95,43
2018-03-26-02:00:00,1.38,117,1010.9,289.95,39
2018-03-26-03:00:00,1.9,107,1010.4,291.75,35
2018-03-26-04:00:00,2.7,141,1009.5,292.75,31
2018-03-26-05:00:00,3.29,155,1008.3,294.85,27
2018-03-26-06:00:00,4.14,150,1007.2,295.75,25
2018-03-26-07:00:00,3.13,188,1006.5,296.35,24
2018-03-26-08:00:00,4.45,187,1005.6,297.15,22
2018-03-26-09:00:00,2.82,172,1005.4,297.05,22
2018-03-26-10:00:00,2.96,185,1005.1,297.05,21
2018-03-26-11:00:00,2.57,161,1005.5,295.55,24
2018-03-26-12:00:00,2.74,89,1005.8,291.95,32
2018-03-26-13:00:00,1.46,49,1005.9,291.05,34
2018-03-26-14:00:00,1.44,80,1005.9,290.25,41
2018-03-26-15:00:00,1.13,48,1005.7,289.35,46
2018-03-26-16:00:00,1.37,25,1005.2,286.55,52
2018-03-26-17:00:00,1.85,24,1005,286.75,53
2018-03-26-18:00:00,1.9,65,1004.7,287.95,49
2018-03-26-19:00:00,1.04,8,1004.6,285.95,53
2018-03-26-20:00:00,1.35,74,1004.3,284.35,60
2018-03-26-21:00:00,2.19,73,1004,284.85,60
2018-03-26-22:00:00,1.17,80,1004.1,285.05,68
2018-03-26-23:00:00,1.77,16,1004.2,283.55,67
2018-03-27-00:00:00,1.28,32,1004.3,286.95,60
2018-03-27-01:00:00,2.11,99,1004.5,288.95,61
2018-03-27-02:00:00,1.89,110,1004.1,290.65,57
2018-03-27-03:00:00,1.7,124,1003.3,292.45,53
2018-03-27-04:00:00,2.76,154,1002.1,293.55,47
2018-03-27-05:00:00,2.37,152,1001,295.15,42
2018-03-27-06:00:00,3.27,142,999.6,296.55,35
2018-03-27-07:00:00,2.73,237,999.1,297.15,30
2018-03-27-08:00:00,1.12,193,998.5,297.45,30
2018-03-27-09:00:00,1.09,45,998.1,297.15,31
2018-03-27-10:00:00,1.97,355,998.3,295.15,37
2018-03-27-11:00:00,2.28,340,998.6,293.15,44
2018-03-27-12:00:00,1.27,351,999.3,292.55,46
2018-03-27-13:00:00,1.71,334,1000,290.95,51
2018-03-27-14:00:00,1.36,315,1000.1,290.75,52
2018-03-27-15:00:00,1.41,339,1000.4,289.05,58
2018-03-27-16:00:00,1.19,323,1000.7,289.15,56
2018-03-27-17:00:00,2.98,335,1000.9,289.45,56
2018-03-27-18:00:00,3.12,344,1001.4,289.05,57
2018-03-27-19:00:00,4.3,358,1002.2,289.55,54
2018-03-27-20:00:00,3.64,359,1002.9,289.85,53
2018-03-27-21:00:00,5.01,16,1003.7,292.25,35
2018-03-27-22:00:00,5.89,21,1004.8,294.35,24
2018-03-27-23:00:00,2.9,346,1006.2,293.35,26
2018-03-28-00:00:00,3.16,49,1007.3,294.35,20
2018-03-28-01:00:00,2.76,64,1008.8,295.65,17
2018-03-28-02:00:00,4.11,148,1009.3,294.85,38
2018-03-28-03:00:00,5.22,150,1009.7,295.25,29
2018-03-28-04:00:00,5.21,168,1009.5,295.35,27
2018-03-28-05:00:00,5.14,168,1009.4,295.75,26
2018-03-28-06:00:00,6.98,173,1009,295.55,26
2018-03-28-07:00:00,6.31,151,1009.1,295.65,23
2018-03-28-08:00:00,5.29,184,1009.4,294.45,23
2018-03-28-09:00:00,6.07,167,1009.7,294.25,22
2018-03-28-10:00:00,4.38,164,1010.4,293.85,19
2018-03-28-11:00:00,4.45,156,1011.2,293.45,19
2018-03-28-12:00:00,4.26,150,1012.4,292.85,20
2018-03-28-13:00:00,3.92,154,1013.1,292.35,21
2018-03-28-14:00:00,3.37,160,1014,291.45,22
2018-03-28-15:00:00,3.86,167,1014.7,290.85,22
2018-03-28-16:00:00,3.29,148,1015.1,290.05,25
2018-03-28-17:00:00,4.17,161,1015.8,289.15,28
2018-03-28-18:00:00,3.65,163,1016,289.35,27
2018-03-28-19:00:00,2.55,125,1016.7,288.55,30
2018-03-28-20:00:00,3.26,222,1016.7,288.95,26
2018-03-28-21:00:00,1.73,238,1017.7,288.65,26
2018-03-28-22:00:00,1.49,146,1018.7,287.15,30
2018-03-28-23:00:00,1.6,95,1020,285.95,41
2018-03-29-00:00:00,1.38,79,1021.2,287.65,34
2018-03-29-01:00:00,0.7,115,1022.3,290.15,29
2018-03-29-02:00:00,5.5,140,1022.9,290.65,23
2018-03-29-03:00:00,5.8,151,1022.6,291.75,19
2018-03-29-04:00:00,5.62,147,1022.1,292.05,18
2018-03-29-05:00:00,5.16,165,1021.5,292.45,16
2018-03-29-06:00:00,4.64,166,1020.3,293.05,18
2018-03-29-07:00:00,6.19,159,1019.8,292.95,18
2018-03-29-08:00:00,5.6,174,1019.5,293.05,15
2018-03-29-09:00:00,6.15,148,1019.2,292.55,15
2018-03-29-10:00:00,6.67,149,1019.5,291.75,15
2018-03-29-11:00:00,7.76,174,1020.6,289.25,22
2018-03-29-12:00:00,7.94,163,1021.7,287.85,23
2018-03-29-13:00:00,6.07,152,1022.8,285.95,25
2018-03-29-14:00:00,4.9,170,1023.4,285.15,26
2018-03-29-15:00:00,5.05,149,1023.4,284.95,23
2018-03-29-16:00:00,3.48,118,1023.3,283.55,24
2018-03-29-17:00:00,3.09,138,1023.1,283.85,24
2018-03-29-18:00:00,2.72,99,1022.4,281.65,29
2018-03-29-19:00:00,2.58,103,1021.6,281.45,31
2018-03-29-20:00:00,1.61,78,1021.6,280.65,37
2018-03-29-21:00:00,1.62,50,1021.4,280.55,40
2018-03-29-22:00:00,1.58,58,1021.3,280.85,40
2018-03-29-23:00:00,1.32,14,1021.8,281.25,41
2018-03-30-00:00:00,1.44,88,1022.3,282.65,35
2018-03-30-01:00:00,3.15,181,1022.5,284.85,24
2018-03-30-02:00:00,5.44,177,1022.1,285.55,21
2018-03-30-03:00:00,3.46,180,1021.3,286.65,20
2018-03-30-04:00:00,4.33,159,1020,288.15,17
2018-03-30-05:00:00,3.95,142,1018.2,289.05,14
2018-03-30-06:00:00,4.47,156,1016.3,290.65,14
2018-03-30-07:00:00,4.15,155,1014.9,290.75,14
2018-03-30-08:00:00,4.69,165,1013.8,291.85,13
2018-03-30-09:00:00,5.29,150,1012.8,291.75,13
2018-03-30-10:00:00,5.49,202,1012.5,291.15,14
2018-03-30-11:00:00,3.55,183,1012.7,290.55,15
2018-03-30-12:00:00,5.21,138,1013.1,288.95,21
2018-03-30-13:00:00,5.14,140,1013.4,287.85,20
2018-03-30-14:00:00,4.63,134,1013.5,287.25,22
2018-03-30-15:00:00,3.52,144,1013.8,286.75,24
2018-03-30-16:00:00,2.98,108,1013.3,285.75,26
2018-03-30-17:00:00,1.94,80,1012.7,285.15,29
2018-03-30-18:00:00,2.47,56,1012.5,284.65,31
2018-03-30-19:00:00,1.79,25,1011.9,284.85,31
2018-03-30-20:00:00,1.81,109,1011.7,284.25,33
2018-03-30-21:00:00,0.49,149,1011.4,284.25,32
2018-03-30-22:00:00,1.37,342,1011.6,283.25,37
2018-03-30-23:00:00,1.69,2,1011.9,283.55,39
2018-03-31-00:00:00,1.73,46,1011.9,286.05,30
2018-03-31-01:00:00,1.58,4,1011.7,288.35,24
2018-03-31-02:00:00,1.75,18,1011.7,289.45,23
2018-03-31-03:00:00,1.09,235,1011,291.45,19
2018-03-31-04:00:00,2.41,170,1010,292.95,17
2018-03-31-05:00:00,2.89,194,1009,294.15,17
2018-03-31-06:00:00,3.1,187,1007.6,295.45,16
2018-03-31-07:00:00,3.34,169,1006.4,296.15,15
2018-03-31-08:00:00,4.52,185,1005.8,296.55,17
2018-03-31-09:00:00,4.11,188,1005.2,296.95,18
2018-03-31-10:00:00,3.09,184,1005.3,296.55,18
2018-03-31-11:00:00,1.38,185,1006.1,294.95,21
2018-03-31-12:00:00,2.66,110,1006.7,293.35,25
2018-03-31-13:00:00,1.93,50,1007.8,290.95,31
2018-03-31-14:00:00,2.36,67,1007.9,290.35,34
2018-03-31-15:00:00,1.37,86,1008,289.85,37
2018-03-31-16:00:00,1.01,45,1008,287.55,45
2018-03-31-17:00:00,1.28,22,1007.9,286.65,46
2018-03-31-18:00:00,1.94,35,1007.4,287.65,39
2018-03-31-19:00:00,1.58,66,1007.5,286.65,44
2018-03-31-20:00:00,3.27,86,1007.6,284.65,63
2018-03-31-21:00:00,1.74,113,1007.4,285.35,72
2018-03-31-22:00:00,1.18,58,1007.9,284.55,75
2018-03-31-23:00:00,1.88,347,1009,283.95,73
2018-04-01-00:00:00,1.27,122,1009.1,287.35,65
2018-04-01-01:00:00,1.11,109,1008.6,288.85,59
2018-04-01-02:00:00,4.35,157,1007.9,290.15,53
2018-04-01-03:00:00,2.54,153,1007.5,292.55,43
2018-04-01-04:00:00,2.83,176,1006.3,294.75,36
2018-04-01-05:00:00,3.91,178,1004.8,296.65,31
2018-04-01-06:00:00,3.9,163,1003.4,298.35,27
2018-04-01-07:00:00,5.35,171,1002.3,299.45,26
2018-04-01-08:00:00,5.39,179,1001.3,300.75,19
2018-04-01-09:00:00,3.61,193,1001.2,300.45,17
2018-04-01-10:00:00,4.28,157,1001.1,299.75,19
2018-04-01-11:00:00,2.76,104,1001.6,295.65,43
2018-04-01-12:00:00,2.65,92,1002,293.55,49
2018-04-01-13:00:00,3.26,102,1002.3,293.05,51
2018-04-01-14:00:00,4.46,118,1002.3,292.65,58
2018-04-01-15:00:00,3.28,117,1002.4,291.25,67
2018-04-01-16:00:00,4.09,128,1002.1,290.45,69
2018-04-01-17:00:00,2.3,88,1001.8,288.85,73
2018-04-01-18:00:00,1.43,75,1001.7,288.55,74
2018-04-01-19:00:00,1.54,82,1001.4,288.15,75
2018-04-01-20:00:00,0.96,134,1001.1,287.85,77
2018-04-01-21:00:00,1.79,119,1001.1,287.65,80
2018-04-01-22:00:00,1.58,68,1001.6,286.45,84
2018-04-01-23:00:00,2.18,74,1002.1,286.75,84
2018-04-02-00:00:00,1.39,91,1002.3,287.65,81
2018-04-02-01:00:00,1.64,64,1002.7,288.15,79
2018-04-02-02:00:00,2.13,112,1002.7,288.95,77
2018-04-02-03:00:00,1.7,102,1002.5,290.35,72
2018-04-02-04:00:00,2.68,153,1002,292.05,67
2018-04-02-05:00:00,2.74,162,1001.2,294.15,58
2018-04-02-06:00:00,2.61,151,1000.5,295.95,52
2018-04-02-07:00:00,3.71,150,1000,296.85,49
2018-04-02-08:00:00,2.63,142,999.8,297.45,44
2018-04-02-09:00:00,2.68,154,999.9,298.25,37
2018-04-02-10:00:00,1.77,58,1000.9,297.15,42
2018-04-02-11:00:00,3.49,13,1002.5,293.85,56
2018-04-02-12:00:00,3.34,56,1004,295.35,50
2018-04-02-13:00:00,7.31,30,1005.3,296.05,26
2018-04-02-14:00:00,8.5,25,1007.5,295.55,14
2018-04-02-15:00:00,5.71,44,1009.2,294.25,16
2018-04-02-16:00:00,6.69,44,1010.4,292.95,15
2018-04-02-17:00:00,5.02,54,1011.2,291.85,15
2018-04-02-18:00:00,6.03,55,1011.8,290.65,18
2018-04-02-19:00:00,8.04,44,1012.1,289.85,17
2018-04-02-20:00:00,9.38,41,1013,288.75,15
2018-04-02-21:00:00,9.26,36,1014.3,287.85,13
2018-04-02-22:00:00,10.08,40,1015.3,286.95,12
2018-04-02-23:00:00,8.86,38,1017.5,286.35,12
2018-04-03-00:00:00,9.01,40,1018.1,285.95,14
2018-04-03-01:00:00,8.92,40,1019.2,285.45,14
2018-04-03-02:00:00,10,29,1020.3,285.05,15
2018-04-03-03:00:00,9.3,31,1020.6,284.85,19
2018-04-03-04:00:00,10.25,38,1020.8,283.95,21
2018-04-03-05:00:00,13.35,36,1021.4,281.65,33
2018-04-03-06:00:00,12.17,25,1022.5,278.45,67
2018-04-03-07:00:00,11.23,16,1023.2,275.95,89
2018-04-03-08:00:00,8.81,24,1023.6,276.55,88
2018-04-03-09:00:00,7.24,15,1023.8,276.35,89
2018-04-03-10:00:00,6.71,19,1023.9,276.55,86
2018-04-03-11:00:00,2.88,29,1023.8,276.65,85
2018-04-03-12:00:00,2.81,352,1024.9,276.95,85
2018-04-03-13:00:00,2.07,5,1025.2,277.05,82
2018-04-03-14:00:00,1.67,113,1025.6,277.25,82
2018-04-03-15:00:00,1.4,90,1025.4,277.45,81
2018-04-03-16:00:00,1.87,115,1025.4,277.45,82
2018-04-03-17:00:00,2.35,111,1025.7,277.55,84
2018-04-03-18:00:00,1.67,102,1025,277.45,82
2018-04-03-19:00:00,1.79,72,1024.7,276.95,84
2018-04-03-20:00:00,2,131,1024.7,277.25,84
2018-04-03-21:00:00,0.63,99,1025,277.05,87
2018-04-03-22:00:00,2.76,30,1025.4,277.15,83
2018-04-03-23:00:00,3.49,45,1025.8,277.55,78
2018-04-04-00:00:00,4.25,28,1026.3,278.15,69
2018-04-04-01:00:00,1.2,26,1026.6,279.65,61
2018-04-04-02:00:00,1.17,175,1026,280.25,57
2018-04-04-03:00:00,1.83,138,1025.3,280.75,41
2018-04-04-04:00:00,4.56,177,1023.8,281.85,25
2018-04-04-05:00:00,3.85,162,1023.2,282.15,19
2018-04-04-06:00:00,3.44,172,1022.5,281.55,20
2018-04-04-07:00:00,4.39,141,1022.5,281.75,21
2018-04-04-08:00:00,4.86,182,1022.4,279.55,45
2018-04-04-09:00:00,4.5,241,1023.2,276.35,83
2018-04-04-10:00:00,2.83,278,1023.1,274.45,92
2018-04-04-11:00:00,2.24,258,1022.9,274.35,93
2018-04-04-12:00:00,2.72,160,1022.6,274.75,92
2018-04-04-13:00:00,1.39,145,1023.4,273.55,93
2018-04-04-14:00:00,1.96,112,1022.6,273.45,94
2018-04-04-15:00:00,2.58,134,1022,273.95,95
2018-04-04-16:00:00,4.14,172,1021.2,274.05,95
2018-04-04-17:00:00,4.07,170,1020.7,274.25,95
2018-04-04-18:00:00,3.64,188,1020.2,274.45,93
2018-04-04-19:00:00,4.92,156,1019.2,274.55,92
2018-04-04-20:00:00,4.77,163,1018.6,274.55,92
2018-04-04-21:00:00,4.41,193,1018.2,274.75,91
2018-04-04-22:00:00,3.24,171,1017.7,274.75,89
2018-04-04-23:00:00,3.44,172,1017.5,274.95,88
2018-04-05-00:00:00,4.39,176,1017.5,275.15,87
2018-04-05-01:00:00,3.04,197,1016.9,275.65,83
2018-04-05-02:00:00,2.78,237,1017.1,275.65,81
2018-04-05-03:00:00,3.9,198,1016,275.85,82
2018-04-05-04:00:00,3.46,193,1015.2,276.05,82
2018-04-05-05:00:00,2.78,200,1014.5,276.55,79
2018-04-05-06:00:00,2.79,207,1014.1,276.65,77
2018-04-05-07:00:00,2.85,228,1012.9,277.65,74
2018-04-05-08:00:00,3.34,239,1012.3,278.25,71
2018-04-05-09:00:00,2.52,241,1012.4,279.15,68
2018-04-05-10:00:00,2.36,238,1012.5,279.05,69
2018-04-05-11:00:00,2.11,149,1012.6,278.95,69
2018-04-05-12:00:00,3.01,357,1013.1,277.05,77
2018-04-05-13:00:00,1.17,43,1013.9,276.35,83
2018-04-05-14:00:00,3.95,295,1014.3,277.95,64
2018-04-05-15:00:00,9.07,285,1014.3,280.35,29
2018-04-05-16:00:00,10.04,300,1015.1,279.55,26
2018-04-05-17:00:00,6.09,292,1015.4,278.55,32
2018-04-05-18:00:00,5.35,283,1014.6,278.05,29
2018-04-05-19:00:00,7.3,281,1013.7,277.85,33
2018-04-05-20:00:00,5,307,1013.3,277.75,30
2018-04-05-21:00:00,11.46,316,1013.2,278.65,27
2018-04-05-22:00:00,10.32,315,1014.3,278.55,28
2018-04-05-23:00:00,9.52,317,1015.4,278.55,29
2018-04-06-00:00:00,8.38,338,1016.9,278.55,30
2018-04-06-01:00:00,6.84,311,1017.9,278.75,30
2018-04-06-02:00:00,8.01,319,1018.8,279.75,27
2018-04-06-03:00:00,8.6,320,1019.1,281.05,24
2018-04-06-04:00:00,8.45,317,1019.2,281.15,23
2018-04-06-05:00:00,9.97,338,1019.2,281.85,19
2018-04-06-06:00:00,5.25,325,1019.1,282.65,21
2018-04-06-07:00:00,11.05,310,1018.5,284.15,19
2018-04-06-08:00:00,6.73,344,1019,283.35,18
2018-04-06-09:00:00,7.18,314,1019.2,283.15,20
2018-04-06-10:00:00,6.5,289,1019.7,281.85,29
2018-04-06-11:00:00,7.02,285,1020.6,280.05,34
2018-04-06-12:00:00,6.83,306,1022,279.55,31
2018-04-06-13:00:00,5.47,308,1022.8,278.85,33
2018-04-06-14:00:00,4.52,297,1022.8,278.45,34
2018-04-06-15:00:00,5.11,300,1022.4,278.25,26
2018-04-06-16:00:00,6.32,312,1021.9,277.65,21
2018-04-06-17:00:00,4.13,334,1021.7,276.85,22
2018-04-06-18:00:00,5.24,316,1021,276.55,22
2018-04-06-19:00:00,5.26,312,1020.5,276.25,24
2018-04-06-20:00:00,5.12,297,1020.3,276.15,24
2018-04-06-21:00:00,8.28,306,1019.8,275.75,26
2018-04-06-22:00:00,6.83,303,1020.4,275.45,28
2018-04-06-23:00:00,4.04,310,1020.6,276.35,27
2018-04-07-00:00:00,5.89,311,1020.2,278.65,23
2018-04-07-01:00:00,7.4,300,1019.7,279.05,20
2018-04-07-02:00:00,5.17,326,1019,281.05,20
2018-04-07-03:00:00,3.12,359,1017.6,281.45,20
2018-04-07-04:00:00,1.53,280,1015.9,282.65,19
2018-04-07-05:00:00,3.29,251,1014.4,283.35,18
2018-04-07-06:00:00,4.37,172,1012.9,284.25,16
2018-04-07-07:00:00,4.58,187,1011.4,285.15,15
2018-04-07-08:00:00,4.57,188,1010.3,285.65,15
2018-04-07-09:00:00,4.92,202,1009.3,285.95,17
2018-04-07-10:00:00,4.7,190,1008.4,285.65,20
2018-04-07-11:00:00,4.54,161,1008.1,284.95,23
2018-04-07-12:00:00,4.16,113,1007.9,283.95,26
2018-04-07-13:00:00,3.63,102,1008,282.15,31
2018-04-07-14:00:00,3.38,107,1007.4,281.35,32
2018-04-07-15:00:00,3.38,71,1006.8,280.45,34
2018-04-07-16:00:00,3.38,75,1006.3,279.75,38
2018-04-07-17:00:00,2.4,75,1006.1,279.35,38
2018-04-07-18:00:00,2.28,21,1006,278.95,39
2018-04-07-19:00:00,2.33,40,1005.9,278.05,41
2018-04-07-20:00:00,1.81,346,1006.5,276.85,51
2018-04-07-21:00:00,2.02,317,1006.5,276.55,54
2018-04-07-22:00:00,2.07,318,1007,275.25,60
2018-04-07-23:00:00,1.11,353,1007.5,279.35,48
2018-04-08-00:00:00,2.73,31,1007.9,281.65,33
2018-04-08-01:00:00,1.58,93,1008.2,283.65,28
2018-04-08-02:00:00,1.94,79,1008.3,285.25,25
2018-04-08-03:00:00,2,118,1007.8,287.85,24
2018-04-08-04:00:00,3.42,157,1006.8,289.15,22
2018-04-08-05:00:00,2.75,121,1006.1,290.75,19
2018-04-08-06:00:00,2.52,122,1005.6,291.85,17
2018-04-08-07:00:00,3.11,208,1005.2,292.45,15
2018-04-08-08:00:00,4.07,191,1005,292.85,15
2018-04-08-09:00:00,6.33,208,1004.8,293.05,16
2018-04-08-10:00:00,6.06,203,1005.2,292.25,15
2018-04-08-11:00:00,3.97,204,1005.6,290.85,20
2018-04-08-12:00:00,3.86,194,1006.2,289.95,24
2018-04-08-13:00:00,3.52,160,1007,288.95,26
2018-04-08-14:00:00,6.78,160,1007.4,288.05,28
2018-04-08-15:00:00,6.92,154,1007.1,287.45,28
2018-04-08-16:00:00,5.32,134,1007.5,285.85,31
2018-04-08-17:00:00,3.21,107,1007.8,282.95,45
2018-04-08-18:00:00,2.59,112,1008.1,281.65,50
2018-04-08-19:00:00,2.39,107,1007.7,280.95,53
2018-04-08-20:00:00,3.14,102,1007.6,280.25,58
