DateTime,SPD10,DIR10,SLP,T2,RH2,TD2
2018-03-11-06:00:00,2.05000,113.00000,1018.20000,279.35000,32.00000,263.83000
2018-03-11-07:00:00,1.63000,60.00000,1017.40000,279.65000,33.00000,264.49000
2018-03-11-08:00:00,1.72000,133.00000,1016.40000,280.05000,33.00000,264.85000
2018-03-11-09:00:00,1.99000,166.00000,1016.00000,280.25000,37.00000,266.52000
2018-03-11-10:00:00,1.29000,183.00000,1015.90000,280.05000,39.00000,267.04000
2018-03-11-11:00:00,1.59000,154.00000,1015.80000,280.05000,41.00000,267.70000
2018-03-11-12:00:00,1.74000,357.00000,1016.00000,278.55000,36.00000,264.63000
2018-03-11-13:00:00,2.22000,14.00000,1015.80000,278.95000,35.00000,264.63000
2018-03-11-14:00:00,1.52000,280.00000,1015.70000,278.55000,38.00000,265.33000
2018-03-11-15:00:00,0.72000,256.00000,1015.30000,278.25000,38.00000,265.06000
2018-03-11-16:00:00,0.31000,238.00000,1014.70000,278.05000,41.00000,265.87000
2018-03-11-17:00:00,1.63000,151.00000,1014.20000,278.55000,38.00000,265.33000
2018-03-11-18:00:00,1.78000,151.00000,1013.60000,278.05000,67.00000,272.44000
2018-03-11-19:00:00,1.04000,166.00000,1012.80000,276.95000,70.00000,271.98000
2018-03-11-20:00:00,0.92000,291.00000,1012.10000,274.95000,76.00000,271.17000
2018-03-11-21:00:00,0.57000,254.00000,1011.70000,273.65000,67.00000,268.22000
2018-03-11-22:00:00,0.92000,286.00000,1011.50000,272.05000,68.00000,267.42000
2018-03-11-23:00:00,1.14000,263.00000,1011.30000,273.55000,61.00000,266.88000
2018-03-12-00:00:00,1.39000,300.00000,1011.50000,275.85000,54.00000,267.45000
2018-03-12-01:00:00,1.21000,336.00000,1011.50000,278.25000,46.00000,267.57000
2018-03-12-02:00:00,1.58000,61.00000,1010.80000,279.55000,42.00000,267.56000
2018-03-12-03:00:00,1.00000,42.00000,1009.90000,281.35000,38.00000,267.87000
2018-03-12-04:00:00,1.99000,205.00000,1008.90000,282.95000,35.00000,268.22000
2018-03-12-05:00:00,2.16000,171.00000,1008.00000,283.75000,34.00000,268.56000
2018-03-12-06:00:00,2.51000,200.00000,1006.70000,284.95000,35.00000,270.02000
2018-03-12-07:00:00,2.00000,172.00000,1006.00000,285.75000,37.00000,271.49000
2018-03-12-08:00:00,3.23000,164.00000,1005.40000,285.45000,39.00000,271.94000
2018-03-12-09:00:00,2.13000,198.00000,1005.30000,285.25000,39.00000,271.76000
2018-03-12-10:00:00,1.75000,170.00000,1005.70000,283.95000,44.00000,272.22000
2018-03-12-11:00:00,2.02000,146.00000,1006.00000,284.05000,45.00000,272.62000
2018-03-12-12:00:00,2.41000,123.00000,1006.40000,283.45000,48.00000,272.96000
2018-03-12-13:00:00,1.67000,122.00000,1006.50000,282.75000,52.00000,273.41000
2018-03-12-14:00:00,2.35000,118.00000,1006.30000,282.65000,52.00000,273.31000
2018-03-12-15:00:00,0.42000,259.00000,1006.40000,279.25000,67.00000,273.60000
2018-03-12-16:00:00,1.96000,29.00000,1006.20000,279.25000,60.00000,272.08000
2018-03-12-17:00:00,0.52000,11.00000,1006.00000,277.05000,74.00000,272.84000
2018-03-12-18:00:00,1.22000,351.00000,1006.00000,276.15000,73.00000,271.78000
2018-03-12-19:00:00,0.92000,340.00000,1005.50000,275.05000,76.00000,271.27000
2018-03-12-20:00:00,1.10000,343.00000,1005.40000,275.35000,68.00000,270.05000
2018-03-12-21:00:00,1.58000,347.00000,1005.30000,273.75000,75.00000,269.82000
2018-03-12-22:00:00,1.89000,340.00000,1005.30000,275.45000,71.00000,270.73000
2018-03-12-23:00:00,2.80000,350.00000,1005.40000,275.55000,71.00000,270.83000
2018-03-13-00:00:00,2.41000,351.00000,1005.90000,277.65000,64.00000,271.43000
2018-03-13-01:00:00,1.76000,346.00000,1006.30000,281.15000,52.00000,271.91000
2018-03-13-02:00:00,2.60000,30.00000,1006.10000,283.05000,47.00000,272.30000
2018-03-13-03:00:00,2.04000,44.00000,1005.80000,285.55000,40.00000,272.38000
2018-03-13-04:00:00,1.86000,81.00000,1005.00000,287.75000,34.00000,272.14000
2018-03-13-05:00:00,2.17000,142.00000,1004.50000,289.15000,32.00000,272.55000
2018-03-13-06:00:00,1.26000,174.00000,1003.40000,290.95000,29.00000,272.79000
2018-03-13-07:00:00,1.29000,216.00000,1002.90000,291.85000,27.00000,272.60000
2018-03-13-08:00:00,1.96000,209.00000,1002.90000,292.25000,26.00000,272.43000
2018-03-13-09:00:00,1.16000,236.00000,1003.00000,291.95000,27.00000,272.69000
2018-03-13-10:00:00,1.28000,118.00000,1003.40000,291.05000,28.00000,272.40000
2018-03-13-11:00:00,1.17000,45.00000,1003.80000,286.75000,38.00000,272.76000
2018-03-13-12:00:00,1.70000,108.00000,1004.60000,288.35000,35.00000,273.07000
2018-03-13-13:00:00,2.36000,94.00000,1005.10000,288.75000,34.00000,273.03000
2018-03-13-14:00:00,1.04000,28.00000,1005.30000,286.65000,42.00000,274.06000
2018-03-13-15:00:00,2.07000,98.00000,1005.50000,287.25000,41.00000,274.27000
2018-03-13-16:00:00,0.93000,75.00000,1005.70000,285.95000,44.00000,274.06000
2018-03-13-17:00:00,0.94000,316.00000,1006.20000,282.75000,53.00000,273.67000
2018-03-13-18:00:00,3.43000,96.00000,1006.70000,284.25000,58.00000,276.34000
2018-03-13-19:00:00,1.93000,127.00000,1006.10000,283.15000,72.00000,278.36000
2018-03-13-20:00:00,1.08000,169.00000,1005.60000,282.55000,73.00000,277.98000
2018-03-13-21:00:00,1.07000,277.00000,1005.60000,279.95000,79.00000,276.58000
2018-03-13-22:00:00,1.02000,260.00000,1005.80000,279.05000,86.00000,276.90000
2018-03-13-23:00:00,0.89000,329.00000,1006.20000,279.05000,87.00000,277.06000
2018-03-14-00:00:00,1.33000,146.00000,1006.40000,282.65000,75.00000,278.47000
2018-03-14-01:00:00,1.96000,75.00000,1006.50000,283.35000,69.00000,277.95000
